image,date,width,height,task,type,region,disease,crop,area,grow,risk,xtl,ytl,xbr,ybr
V006_77_1_18_11_03_13_1_8419w_20201006_129.jpg,2020/10/06,1513,2507,77,1,4,18,11,3,13,1,549,884,1430,2380
V006_77_1_18_11_03_13_1_8419w_20201006_131.jpg,2020/10/06,2051,3062,77,1,4,18,11,3,13,1,430,1432,1666,2937
V006_77_1_18_11_03_13_1_8419w_20201006_132.jpg,2020/10/06,1300,2044,77,1,4,18,11,3,13,1,10,530,1165,1987
V006_77_1_18_11_03_13_1_8419w_20201009_137.jpg,2020/10/09,2148,2766,77,1,4,18,11,3,13,1,332,380,1474,2718
V006_77_1_18_11_03_13_1_8419w_20201009_138.jpg,2020/10/09,1917,2939,77,1,4,18,11,3,13,1,171,1288,1893,2817
V006_77_1_18_11_03_13_1_8419w_20201009_139.jpg,2020/10/09,1920,3102,77,1,4,18,11,3,13,1,712,963,1828,3072
V006_77_1_18_11_03_13_1_8419w_20201009_140.jpg,2020/10/09,1514,2108,77,1,4,18,11,3,13,1,141,527,1192,1949
V006_77_1_18_11_03_13_1_8419w_20201009_144.jpg,2020/10/09,1480,1562,77,1,4,18,11,3,13,1,111,355,1412,1405
V006_77_1_18_11_03_13_1_8419w_20201009_145.jpg,2020/10/09,1849,3211,77,1,4,18,11,3,13,1,0,582,1665,3211
V006_77_1_18_11_03_13_1_8419w_20201011_181.JPG,2020/10/11,4032,3024,77,1,4,18,11,3,13,1,527,61,3141,2822
V006_77_1_18_11_03_13_1_8419w_20201012_188.JPG,2020/10/12,4032,3024,77,1,4,18,11,3,13,1,688,0,2341,2290
V006_77_1_18_11_03_13_1_8419w_20201016_237.JPG,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,627,221,3391,2815
V006_77_1_18_11_03_13_1_8419w_20201016_238.JPG,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,627,191,4032,2975
V006_77_1_18_11_03_13_1_9008w_20200922_15.jpg,2020/09/22,8000,6000,77,1,4,18,11,3,13,1,3720,2160,7070,4670
V006_77_1_18_11_03_13_1_9008w_20200922_17.jpg,2020/09/22,8000,6000,77,1,4,18,11,3,13,1,1490,590,6870,4740
V006_77_1_18_11_03_13_1_9008w_20200922_18.jpg,2020/09/22,8000,6000,77,1,4,18,11,3,13,1,2835,1640,6145,4320
V006_77_1_18_11_03_13_1_9008w_20200923_21.jpg,2020/09/23,8000,6000,77,1,4,18,11,3,13,1,1444,1021,6334,5371
V006_77_1_18_11_03_13_1_9008w_20200923_22.jpg,2020/09/23,8000,6000,77,1,4,18,11,3,13,1,3344,781,6154,4301
V006_77_1_18_11_03_13_1_9008w_20200923_24.jpg,2020/09/23,8000,6000,77,1,4,18,11,3,13,1,2414,271,5844,3541
V006_77_1_18_11_03_13_1_9008w_20200925_35.jpg,2020/09/25,8000,6000,77,1,4,18,11,3,13,1,3874,1491,6994,4011
V006_77_1_18_11_03_13_1_9008w_20200925_36.jpg,2020/09/25,8000,6000,77,1,4,18,11,3,13,1,1894,571,7074,5261
V006_77_1_18_11_03_13_1_9008w_20200928_38.jpg,2020/09/28,8000,6000,77,1,4,18,11,3,13,1,1070,960,7150,5770
V006_77_1_18_11_03_13_1_9008w_20200928_39.jpg,2020/09/28,8000,6000,77,1,4,18,11,3,13,1,3030,1740,6800,6000
V006_77_1_18_11_03_13_1_9008w_20200929_48.jpg,2020/09/29,8000,6000,77,1,4,18,11,3,13,1,2918,2039,6089,5010
V006_77_1_18_11_03_13_1_9008w_20201005_50.jpg,2020/10/05,8000,6000,77,1,4,18,11,3,13,1,3100,657,6569,3948
V006_77_1_18_11_03_13_1_9008w_20201005_51.jpg,2020/10/05,8000,6000,77,1,4,18,11,3,13,1,2487,1068,6699,4919
V006_77_1_18_11_03_13_1_9008w_20201005_53.jpg,2020/10/05,8000,6000,77,1,4,18,11,3,13,1,4238,1368,6609,3889
V006_77_1_18_11_03_13_1_9008w_20201006_55.jpg,2020/10/06,8000,6000,77,1,4,18,11,3,13,1,2647,1158,7039,4079
V006_77_1_18_11_03_13_1_9008w_20201006_57.jpg,2020/10/06,8000,6000,77,1,4,18,11,3,13,1,1986,1137,6069,4449
V006_77_1_18_11_03_13_1_9008w_20201006_58.jpg,2020/10/06,8000,6000,77,1,4,18,11,3,13,1,2637,927,6369,4329
V006_77_1_18_11_03_13_1_9008w_20201007_61.jpg,2020/10/07,8000,6000,77,1,4,18,11,3,13,1,3937,1988,7309,4219
V006_77_1_18_11_03_13_1_9008w_20201007_63.jpg,2020/10/07,8000,6000,77,1,4,18,11,3,13,1,3137,1498,6869,4880
V006_77_1_18_11_03_13_1_9008w_20201007_65.jpg,2020/10/07,4032,3024,77,1,4,18,11,3,13,1,1744,1126,3665,2752
V006_77_1_18_11_03_13_1_9008w_20201008_67.jpg,2020/10/08,4032,3024,77,1,4,18,11,3,13,1,1514,716,2870,1951
V006_77_1_18_11_03_13_1_9008w_20201008_68.jpg,2020/10/08,4032,3024,77,1,4,18,11,3,13,1,1209,359,3390,2146
V006_77_1_18_11_03_13_1_9008w_20201008_70.jpg,2020/10/08,4032,3024,77,1,4,18,11,3,13,1,929,300,3140,2211
V006_77_1_18_11_03_13_1_9008w_20201012_74.jpg,2020/10/12,4032,3024,77,1,4,18,11,3,13,1,1644,836,3185,2547
V006_77_1_18_11_03_13_1_9008w_20201012_76.jpg,2020/10/12,4032,3024,77,1,4,18,11,3,13,1,1373,202,3303,2958
V006_77_1_18_11_03_13_1_9008w_20201015_91.jpg,2020/10/15,4032,3024,77,1,4,18,11,3,13,1,1224,125,2890,2181
V006_77_1_18_11_03_13_1_9008w_20201016_101.jpg,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,1124,164,2968,2364
V006_77_1_18_11_03_13_1_9008w_20201016_102.jpg,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,1464,556,3180,2080
V006_77_1_18_11_03_13_1_9008w_20201016_97.jpg,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,1136,628,3804,2384
V006_77_1_18_11_03_13_1_9008w_20201019_103.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,940,712,2820,2092
V006_77_1_18_11_03_13_1_9008w_20201019_104.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,1980,948,3196,2416
V006_77_1_18_11_03_13_1_9008w_20201020_112.jpg,2020/10/20,4032,3024,77,1,4,18,11,3,13,1,1424,632,3044,2392
V006_77_1_18_11_03_13_1_9008w_20201022_121.jpg,2020/10/22,4032,3024,77,1,4,18,11,3,13,1,1764,1128,2980,2584
V006_77_1_18_11_03_13_1_9008w_20201022_123.jpg,2020/10/22,4032,3024,77,1,4,18,11,3,13,1,1504,748,3252,2480
V006_77_1_18_11_03_13_1_9008w_20201022_126.jpg,2020/10/22,4032,3024,77,1,4,18,11,3,13,1,892,504,3564,2792
V006_77_1_18_11_03_13_1_9008w_20201023_130.jpg,2020/10/23,4032,3024,77,1,4,18,11,3,13,1,2012,44,3252,2084
V006_77_1_18_11_03_13_1_9008w_20201026_135.jpg,2020/10/26,4032,3024,77,1,4,18,11,3,13,1,1656,912,2976,2008
V006_77_1_18_11_03_13_1_9008w_20201026_136.jpg,2020/10/26,4032,3024,77,1,4,18,11,3,13,1,1476,88,2908,1972
V006_77_1_18_11_03_13_1_9008w_20201026_137.jpg,2020/10/26,4032,3024,77,1,4,18,11,3,13,1,1432,24,3096,2704
V006_77_1_18_11_03_13_1_9008w_20201026_141.jpg,2020/10/26,4032,3024,77,1,4,18,11,3,13,1,1336,656,3400,2456
V006_77_1_18_11_03_13_1_9008w_20201027_146.jpg,2020/10/27,4032,3024,77,1,4,18,11,3,13,1,1372,592,3712,2256
V006_77_1_18_11_03_13_1_9008w_20201027_147.jpg,2020/10/27,4032,3024,77,1,4,18,11,3,13,1,1156,540,3508,2036
V006_77_1_18_11_03_13_1_9008w_20201028_153.jpg,2020/10/28,4032,3024,77,1,4,18,11,3,13,1,1176,828,2740,2000
V006_77_1_18_11_03_13_1_9008w_20201028_154.jpg,2020/10/28,4032,3024,77,1,4,18,11,3,13,1,1448,528,2964,1944
V006_77_1_18_11_03_13_1_9008w_20201029_155.jpg,2020/10/29,4032,3024,77,1,4,18,11,3,13,1,736,632,2540,2344
V006_77_1_18_11_03_13_1_9008w_20201029_157.jpg,2020/10/29,4032,3024,77,1,4,18,11,3,13,1,768,352,3132,2248
V006_77_1_18_11_03_13_1_9008w_20201029_159.jpg,2020/10/29,4032,3024,77,1,4,18,11,3,13,1,1402,508,3390,2592
V006_77_1_18_11_03_13_1_9008w_20201029_160.jpg,2020/10/29,4032,3024,77,1,4,18,11,3,13,1,1722,960,3238,2264
V006_77_1_18_11_03_13_1_9008w_20201030_161.jpg,2020/10/30,4032,3024,77,1,4,18,11,3,13,1,924,420,3528,2476
V006_77_1_18_11_03_13_1_9008w_20201030_165.jpg,2020/10/30,4032,3024,77,1,4,18,11,3,13,1,220,412,2992,2544
V006_77_1_18_11_03_13_1_9008w_20201030_167.jpg,2020/10/30,4032,3024,77,1,4,18,11,3,13,1,852,828,3500,2448
V006_77_1_18_11_03_13_1_9008w_20201102_173.jpg,2020/11/02,4032,3024,77,1,4,18,11,3,13,1,1904,448,3432,2172
V006_77_1_18_11_03_13_1_9008w_20201102_174.jpg,2020/11/02,4032,3024,77,1,4,18,11,3,13,1,976,444,3156,1992
V006_77_1_18_11_03_13_1_9008w_20201103_178.jpg,2020/11/03,4032,3024,77,1,4,18,11,3,13,1,912,592,3884,3012
V006_77_1_18_11_03_13_1_9008w_20201103_179.jpg,2020/11/03,4032,3024,77,1,4,18,11,3,13,1,684,796,3348,2444
V006_77_1_18_11_03_13_1_9008w_20201103_180.jpg,2020/11/03,4032,3024,77,1,4,18,11,3,13,1,864,740,3008,2476
V006_77_1_18_11_03_13_1_9008w_20201104_181.jpg,2020/11/04,4032,3024,77,1,4,18,11,3,13,1,1632,740,3380,1924
V006_77_1_18_11_03_13_1_9008w_20201104_187.jpg,2020/11/04,4032,3024,77,1,4,18,11,3,13,1,1248,736,3244,2264
V006_77_1_18_11_03_13_1_9008w_20201105_188.jpg,2020/11/05,4032,3024,77,1,4,18,11,3,13,1,1169,605,3209,2258
V006_77_1_18_11_03_13_1_9008w_20201105_189.jpg,2020/11/05,4032,3024,77,1,4,18,11,3,13,1,676,496,3336,2344
V006_77_1_18_11_03_13_1_9008w_20201106_195.jpg,2020/11/06,4032,3024,77,1,4,18,11,3,13,1,1472,324,3080,2892
V006_77_1_18_11_03_13_1_9008w_20201106_196.jpg,2020/11/06,4032,3024,77,1,4,18,11,3,13,1,1200,396,3656,2416
V006_77_1_18_11_03_13_1_9008w_20201109_202.jpg,2020/11/09,4032,3024,77,1,4,18,11,3,13,1,1696,1024,3232,2384
V006_77_1_18_11_03_13_1_9008w_20201109_203.jpg,2020/11/09,4032,3024,77,1,4,18,11,3,13,1,1124,1056,2844,2316
V006_77_1_18_11_03_13_1_9008w_20201109_205.jpg,2020/11/09,4032,3024,77,1,4,18,11,3,13,1,1232,552,3156,2400
V006_77_1_18_11_03_13_1_9008w_20201109_207.jpg,2020/11/09,4032,3024,77,1,4,18,11,3,13,1,1736,800,3312,2868
V006_77_1_18_11_03_13_1_9008w_20201110_209.jpg,2020/11/10,4032,3024,77,1,4,18,11,3,13,1,564,552,3764,2516
V006_77_1_18_11_03_13_1_9008w_20201110_210.jpg,2020/11/10,4032,3024,77,1,4,18,11,3,13,1,1304,624,3500,2408
V006_77_1_18_11_03_13_1_9008w_20201111_216.jpg,2020/11/11,4032,3024,77,1,4,18,11,3,13,1,852,588,3344,1924
V006_77_1_18_11_03_13_1_9008w_20201117_243.jpg,2020/11/17,4032,3024,77,1,4,18,11,3,13,1,936,528,3388,2228
V006_77_1_18_11_03_13_1_9008w_20201118_249.jpg,2020/11/18,4032,3024,77,1,4,18,11,3,13,1,940,740,3416,2252
V006_77_1_18_11_03_13_1_9008w_20201119_251.jpg,2020/11/19,4032,3024,77,1,4,18,11,3,13,1,1684,356,3020,1824
V006_77_1_18_11_03_13_1_9008w_20201124_265.jpg,2020/11/24,4032,3024,77,1,4,18,11,3,13,1,1172,392,2972,2052
V006_77_1_18_11_03_13_1_9008w_20201125_269.jpg,2020/11/25,4032,3024,77,1,4,18,11,3,13,1,1100,580,3400,2080
V006_77_1_18_11_03_13_1_9008w_20201125_271.jpg,2020/11/25,4032,3024,77,1,4,18,11,3,13,1,1228,616,3776,2372
V006_77_1_18_11_03_13_1_9008w_20201127_282.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,1000,732,3360,2752
V006_77_1_18_11_03_13_1_9008w_20201127_283.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,1156,152,3504,1728
V006_77_1_18_11_03_13_1_9008w_20201127_285.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,972,480,3796,2572
V006_77_1_18_11_03_13_1_9008w_20201127_286.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,1980,548,3224,1752
V006_77_1_18_11_03_13_1_9008w_20201127_287.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,1316,260,3168,2268
V006_77_1_18_11_03_13_1_9008w_20201127_288.jpg,2020/11/27,4032,3024,77,1,4,18,11,3,13,1,1364,584,3308,2388
V006_77_1_18_11_03_13_1_9605w_20200916_6.jpg,2020/09/16,4032,3024,77,1,4,18,11,3,13,1,2217,354,3065,1471
V006_77_1_18_11_03_13_1_9605w_20200918_11.jpg,2020/09/18,4032,3024,77,1,4,18,11,3,13,1,1725,687,3337,2299
V006_77_1_18_11_03_13_1_9605w_20200918_12.jpg,2020/09/18,4032,3024,77,1,4,18,11,3,13,1,1115,697,3462,2249
V006_77_1_18_11_03_13_1_9605w_20200918_15.jpg,2020/09/18,4032,3024,77,1,4,18,11,3,13,1,667,178,3918,2080
V006_77_1_18_11_03_13_1_9605w_20200920_23.jpg,2020/09/20,4032,3024,77,1,4,18,11,3,13,1,933,374,3697,2546
V006_77_1_18_11_03_13_1_9605w_20200923_30.jpg,2020/09/23,4032,3024,77,1,4,18,11,3,13,1,1563,19,3940,1680
V006_77_1_18_11_03_13_1_9605w_20200923_31.jpg,2020/09/23,4032,3024,77,1,4,18,11,3,13,1,684,737,3312,2209
V006_77_1_18_11_03_13_1_9605w_20200923_32.jpg,2020/09/23,4032,3024,77,1,4,18,11,3,13,1,1120,477,2811,1638
V006_77_1_18_11_03_13_1_9605w_20200923_35.jpg,2020/09/23,4032,3024,77,1,4,18,11,3,13,1,714,482,3892,2359
V006_77_1_18_11_03_13_1_9605w_20200923_36.jpg,2020/09/23,4032,3024,77,1,4,18,11,3,13,1,644,817,3802,2404
V006_77_1_18_11_03_13_1_9605w_20200925_39.jpg,2020/09/25,4032,3024,77,1,4,18,11,3,13,1,1350,622,3737,1963
V006_77_1_18_11_03_13_1_9605w_20200925_40.jpg,2020/09/25,4032,3024,77,1,4,18,11,3,13,1,189,672,1245,2624
V006_77_1_18_11_03_13_1_9605w_20200925_41.jpg,2020/09/25,8000,6000,77,1,4,18,11,3,13,1,1187,730,6212,5275
V006_77_1_18_11_03_13_1_9605w_20200925_43.jpg,2020/09/25,4032,3024,77,1,4,18,11,3,13,1,736,509,3758,2156
V006_77_1_18_11_03_13_1_9605w_20200925_45.jpg,2020/09/25,4032,3024,77,1,4,18,11,3,13,1,739,672,1595,1423
V006_77_1_18_11_03_13_1_9605w_20200927_48.jpg,2020/09/27,4032,3024,77,1,4,18,11,3,13,1,819,592,2836,2444
V006_77_1_18_11_03_13_1_9605w_20200927_51.jpg,2020/09/27,4032,3024,77,1,4,18,11,3,13,1,2148,184,3169,1410
V006_77_1_18_11_03_13_1_9605w_20200930_55.jpg,2020/09/30,4032,3024,77,1,4,18,11,3,13,1,3157,1798,3727,2349
V006_77_1_18_11_03_13_1_9605w_20200930_61.jpg,2020/09/30,4032,3024,77,1,4,18,11,3,13,1,1300,792,2791,1833
V006_77_1_18_11_03_13_1_9605w_20200930_62.jpg,2020/09/30,4032,3024,77,1,4,18,11,3,13,1,1775,582,2296,1183
V006_77_1_18_11_03_13_1_9605w_20200930_63.jpg,2020/09/30,4032,3024,77,1,4,18,11,3,13,1,729,242,3717,2069
V006_77_1_18_11_03_13_1_9605w_20201002_64.jpg,2020/10/02,4032,3024,77,1,4,18,11,3,13,1,1070,662,3822,2089
V006_77_1_18_11_03_13_1_9605w_20201002_66.jpg,2020/10/02,4032,3024,77,1,4,18,11,3,13,1,919,962,2976,2644
V006_77_1_18_11_03_13_1_9605w_20201005_73.jpg,2020/10/05,8000,6000,77,1,4,18,11,3,13,1,2959,10,5821,5245
V006_77_1_18_11_03_13_1_9605w_20201005_77.jpg,2020/10/05,4032,3024,77,1,4,18,11,3,13,1,879,457,2886,2029
V006_77_1_18_11_03_13_1_9605w_20201005_78.jpg,2020/10/05,4032,3024,77,1,4,18,11,3,13,1,899,662,3582,2439
V006_77_1_18_11_03_13_1_9605w_20201005_79.jpg,2020/10/05,4032,3024,77,1,4,18,11,3,13,1,339,872,3112,2224
V006_77_1_18_11_03_13_1_9605w_20201007_82.jpg,2020/10/07,4032,3024,77,1,4,18,11,3,13,1,664,832,3492,2439
V006_77_1_18_11_03_13_1_9605w_20201007_90.jpg,2020/10/07,4032,3024,77,1,4,18,11,3,13,1,1315,842,3347,2110
V006_77_1_18_11_03_13_1_9605w_20201009_98.jpg,2020/10/09,8000,6000,77,1,4,18,11,3,13,1,2238,790,5971,4904
V006_77_1_18_11_03_13_1_9605w_20201009_99.jpg,2020/10/09,4032,3024,77,1,4,18,11,3,13,1,899,112,2021,1133
V006_77_1_18_11_03_13_1_9605w_20201012_103.jpg,2020/10/12,8000,6000,77,1,4,18,11,3,13,1,2568,590,6042,5345
V006_77_1_18_11_03_13_1_9605w_20201014_109.jpg,2020/10/14,4032,3024,77,1,4,18,11,3,13,1,1340,1028,3517,2344
V006_77_1_18_11_03_13_1_9605w_20201014_110.jpg,2020/10/14,4032,3024,77,1,4,18,11,3,13,1,739,602,2916,1703
V006_77_1_18_11_03_13_1_9605w_20201014_111.jpg,2020/10/14,8000,6000,77,1,4,18,11,3,13,1,3089,1461,7363,4664
V006_77_1_18_11_03_13_1_9605w_20201014_113.jpg,2020/10/14,8000,6000,77,1,4,18,11,3,13,1,2428,930,7012,5055
V006_77_1_18_11_03_13_1_9605w_20201016_124.jpg,2020/10/16,4032,3024,77,1,4,18,11,3,13,1,1968,438,3017,1515
V006_77_1_18_11_03_13_1_9605w_20201016_125.jpg,2020/10/16,8000,6000,77,1,4,18,11,3,13,1,2468,450,6022,4143
V006_77_1_18_11_03_13_1_9605w_20201019_127.jpg,2020/10/19,8000,6000,77,1,4,18,11,3,13,1,3409,1971,6772,4324
V006_77_1_18_11_03_13_1_9605w_20201019_128.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,993,372,3687,2154
V006_77_1_18_11_03_13_1_9605w_20201019_131.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,959,272,3702,2184
V006_77_1_18_11_03_13_1_9605w_20201019_132.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,1010,382,3402,2404
V006_77_1_18_11_03_13_1_9605w_20201019_133.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,1125,522,3802,2524
V006_77_1_18_11_03_13_1_9605w_20201019_135.jpg,2020/10/19,4032,3024,77,1,4,18,11,3,13,1,839,982,2991,2259
V006_77_1_18_11_03_13_1_9605w_20201021_136.jpg,2020/10/21,4032,3024,77,1,4,18,11,3,13,1,1402,1900,2610,2652
V006_77_1_18_11_03_13_1_9605w_20201021_139.jpg,2020/10/21,4032,3024,77,1,4,18,11,3,13,1,714,462,3322,2374
V006_77_1_18_11_03_13_1_9605w_20201021_144.jpg,2020/10/21,4032,3024,77,1,4,18,11,3,13,1,1469,766,3382,2002
