image,date,width,height,task,type,region,disease,crop,area,grow,risk,xtl,ytl,xbr,ybr
V006_77_0_00_11_03_12_0_c02_20201013_0000_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,825,712,3099,2168
V006_77_0_00_11_03_12_0_c02_20201013_0000_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,820,712,3104,2168
V006_77_0_00_11_03_12_0_c02_20201013_0001_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1097,309,3437,2059
V006_77_0_00_11_03_12_0_c02_20201013_0001_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1100,312,3432,2060
V006_77_0_00_11_03_12_0_c02_20201013_0002_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,771,923,3010,2629
V006_77_0_00_11_03_12_0_c02_20201013_0002_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,768,920,3024,2604
V006_77_0_00_11_03_12_0_c02_20201013_0003_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,456,506,3300,2654
V006_77_0_00_11_03_12_0_c02_20201013_0003_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,456,508,3296,2656
V006_77_0_00_11_03_12_0_c02_20201013_0004_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1196,500,3036,2280
V006_77_0_00_11_03_12_0_c02_20201013_0004_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1188,508,3036,2280
V006_77_0_00_11_03_12_0_c02_20201013_0005_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,788,628,3292,2368
V006_77_0_00_11_03_12_0_c02_20201013_0005_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,3324,848,3712,1588
V006_77_0_00_11_03_12_0_c02_20201013_0006_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1480,614,3631,2796
V006_77_0_00_11_03_12_0_c02_20201013_0006_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1481,607,3626,2788
V006_77_0_00_11_03_12_0_c02_20201013_0007_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,701,505,3021,2185
V006_77_0_00_11_03_12_0_c02_20201013_0007_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,706,505,3026,2190
V006_77_0_00_11_03_12_0_c02_20201013_0008_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,391,2167,861,2482
V006_77_0_00_11_03_12_0_c02_20201013_0008_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,756,875,3296,2740
V006_77_0_00_11_03_12_0_c02_20201013_0009_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,301,529,3137,2503
V006_77_0_00_11_03_12_0_c02_20201013_0009_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,301,534,3356,2505
V006_77_0_00_11_03_12_0_c02_20201013_0010_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1006,680,3096,2325
V006_77_0_00_11_03_12_0_c02_20201013_0010_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1001,685,3091,2325
V006_77_0_00_11_03_12_0_c02_20201013_0011_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,856,950,3016,2660
V006_77_0_00_11_03_12_0_c02_20201013_0011_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,6,1245,826,2840
V006_77_0_00_11_03_12_0_c02_20201013_0012_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,960,802,3031,2054
V006_77_0_00_11_03_12_0_c02_20201013_0012_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,941,795,3026,2055
V006_77_0_00_11_03_12_0_c02_20201013_0013_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,839,902,3907,2944
V006_77_0_00_11_03_12_0_c02_20201013_0013_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,851,945,3526,2590
V006_77_0_00_11_03_12_0_c02_20201013_0014_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,454,687,3432,2344
V006_77_0_00_11_03_12_0_c02_20201013_0014_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,446,680,2996,2345
V006_77_0_00_11_03_12_0_c02_20201013_0015_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,504,517,3367,2319
V006_77_0_00_11_03_12_0_c02_20201013_0015_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,491,525,3366,2315
V006_77_0_00_11_03_12_0_c02_20201013_0016_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,299,451,3572,2300
V006_77_0_00_11_03_12_0_c02_20201013_0016_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1006,440,3571,2305
V006_77_0_00_11_03_12_0_c02_20201013_0017_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,417,440,3994,2924
V006_77_0_00_11_03_12_0_c02_20201013_0017_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,423,440,3593,2918
V006_77_0_00_11_03_12_0_c02_20201013_0018_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,845,572,3667,2513
V006_77_0_00_11_03_12_0_c02_20201013_0018_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,848,586,3667,2509
V006_77_0_00_11_03_12_0_c02_20201013_0019_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,728,545,3254,2418
V006_77_0_00_11_03_12_0_c02_20201013_0019_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,731,545,3256,2420
V006_77_0_00_11_03_12_0_c02_20201013_0020_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1054,705,3731,2385
V006_77_0_00_11_03_12_0_c02_20201013_0020_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1051,705,3731,2385
V006_77_0_00_11_03_12_0_c02_20201013_0021_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,566,290,3236,2370
V006_77_0_00_11_03_12_0_c02_20201013_0021_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,580,292,3220,2365
V006_77_0_00_11_03_12_0_c02_20201013_0022_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,344,304,3014,2469
V006_77_0_00_11_03_12_0_c02_20201013_0022_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,336,300,3011,2460
V006_77_0_00_11_03_12_0_c02_20201013_0023_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,606,0,3256,2755
V006_77_0_00_11_03_12_0_c02_20201013_0023_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,601,0,3281,2755
V006_77_0_00_11_03_12_0_c02_20201013_0024_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,636,1029,3086,2521
V006_77_0_00_11_03_12_0_c02_20201013_0024_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,636,1040,3091,2515
V006_77_0_00_11_03_12_0_c02_20201013_0025_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,355,839,3140,2693
V006_77_0_00_11_03_12_0_c02_20201013_0025_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,352,860,3141,2695
V006_77_0_00_11_03_12_0_c02_20201013_0026_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,791,470,3446,2645
V006_77_0_00_11_03_12_0_c02_20201013_0026_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,792,465,3446,2656
V006_77_0_00_11_03_12_0_c02_20201013_0027_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,891,570,3536,2130
V006_77_0_00_11_03_12_0_c02_20201013_0027_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,886,575,3541,2140
V006_77_0_00_11_03_12_0_c02_20201013_0028_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,868,169,2984,2572
V006_77_0_00_11_03_12_0_c02_20201013_0028_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,876,175,2976,2565
V006_77_0_00_11_03_12_0_c02_20201013_0029_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,931,760,3291,2510
V006_77_0_00_11_03_12_0_c02_20201013_0029_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,921,750,3291,2500
V006_77_0_00_11_03_12_0_c02_20201013_0030_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,705,930,3041,2245
V006_77_0_00_11_03_12_0_c02_20201013_0030_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,701,925,3021,2235
V006_77_0_00_11_03_12_0_c02_20201013_0031_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1056,855,3391,2290
V006_77_0_00_11_03_12_0_c02_20201013_0031_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1056,855,3391,2295
V006_77_0_00_11_03_12_0_c02_20201013_0032_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,211,193,3283,2785
V006_77_0_00_11_03_12_0_c02_20201013_0032_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,217,190,3286,2790
V006_77_0_00_11_03_12_0_c02_20201013_0033_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,471,852,3315,2640
V006_77_0_00_11_03_12_0_c02_20201013_0033_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,471,845,3321,2650
V006_77_0_00_11_03_12_0_c02_20201013_0034_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,560,268,3681,2480
V006_77_0_00_11_03_12_0_c02_20201013_0034_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,551,265,3681,2480
V006_77_0_00_11_03_12_0_c02_20201013_0035_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,808,742,3144,2334
V006_77_0_00_11_03_12_0_c02_20201013_0035_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,816,740,3156,2335
V006_77_0_00_11_03_12_0_c02_20201013_0036_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,260,236,3410,2492
V006_77_0_00_11_03_12_0_c02_20201013_0036_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,271,201,3416,2470
V006_77_0_00_11_03_12_0_c02_20201013_0037_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,306,328,3388,2821
V006_77_0_00_11_03_12_0_c02_20201013_0037_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,319,380,3391,2800
V006_77_0_00_11_03_12_0_c02_20201013_0038_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1076,838,3576,2534
V006_77_0_00_11_03_12_0_c02_20201013_0038_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1031,850,3571,2530
V006_77_0_00_11_03_12_0_c02_20201013_0039_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,916,574,3452,2194
V006_77_0_00_11_03_12_0_c02_20201013_0039_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,921,580,3446,2215
V006_77_0_00_11_03_12_0_c02_20201013_0040_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1066,1000,3411,2310
V006_77_0_00_11_03_12_0_c02_20201013_0040_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1066,980,3411,2315
V006_77_0_00_11_03_12_0_c02_20201013_0041_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,806,345,3661,2230
V006_77_0_00_11_03_12_0_c02_20201013_0041_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,806,345,3671,2225
V006_77_0_00_11_03_12_0_c02_20201013_0042_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1086,780,3636,2560
V006_77_0_00_11_03_12_0_c02_20201013_0042_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1086,775,3641,2570
V006_77_0_00_11_03_12_0_c02_20201013_0043_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,661,991,3337,2685
V006_77_0_00_11_03_12_0_c02_20201013_0043_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,676,890,3338,2686
V006_77_0_00_11_03_12_0_c02_20201013_0044_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,911,830,3241,2190
V006_77_0_00_11_03_12_0_c02_20201013_0044_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,906,835,3241,2190
V006_77_0_00_11_03_12_0_c02_20201013_0045_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1021,730,3176,2000
V006_77_0_00_11_03_12_0_c02_20201013_0045_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1046,735,3186,1990
V006_77_0_00_11_03_12_0_c02_20201013_0046_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,972,473,3572,2189
V006_77_0_00_11_03_12_0_c02_20201013_0046_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,964,473,3576,2173
V006_77_0_00_11_03_12_0_c02_20201013_0047_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,596,657,3732,2805
V006_77_0_00_11_03_12_0_c02_20201013_0047_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,584,664,3736,2808
V006_77_0_00_11_03_12_0_c02_20201013_0048_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,788,284,3204,2140
V006_77_0_00_11_03_12_0_c02_20201013_0048_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,788,292,3204,2140
V006_77_0_00_11_03_12_0_c02_20201013_0049_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1024,956,3000,2260
V006_77_0_00_11_03_12_0_c02_20201013_0049_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1036,960,3004,2260
V006_77_0_00_11_03_12_0_c02_20201013_0050_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,648,624,3072,1892
V006_77_0_00_11_03_12_0_c02_20201013_0050_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,644,624,3080,1888
V006_77_0_00_11_03_12_0_c02_20201013_0051_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,616,524,3680,2348
V006_77_0_00_11_03_12_0_c02_20201013_0051_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,620,528,3676,2348
V006_77_0_00_11_03_12_0_c02_20201013_0052_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,464,576,3456,2348
V006_77_0_00_11_03_12_0_c02_20201013_0052_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,464,580,3448,2360
V006_77_0_00_11_03_12_0_c02_20201013_0053_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,288,616,3364,2816
V006_77_0_00_11_03_12_0_c02_20201013_0053_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,292,616,3368,2816
V006_77_0_00_11_03_12_0_c02_20201013_0054_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,688,884,3256,2480
V006_77_0_00_11_03_12_0_c02_20201013_0054_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,688,877,3249,2478
V006_77_0_00_11_03_12_0_c02_20201013_0055_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,628,962,3268,2258
V006_77_0_00_11_03_12_0_c02_20201013_0055_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,616,962,3272,2258
V006_77_0_00_11_03_12_0_c02_20201013_0056_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1044,822,3220,2354
V006_77_0_00_11_03_12_0_c02_20201013_0056_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1040,826,3216,2354
V006_77_0_00_11_03_12_0_c02_20201013_0057_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1252,728,3272,2420
V006_77_0_00_11_03_12_0_c02_20201013_0057_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1256,732,3272,2420
V006_77_0_00_11_03_12_0_c02_20201013_0058_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,596,220,3176,2204
V006_77_0_00_11_03_12_0_c02_20201013_0058_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,604,220,3176,2212
V006_77_0_00_11_03_12_0_c02_20201013_0059_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1124,316,3520,2332
V006_77_0_00_11_03_12_0_c02_20201013_0059_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1128,328,3528,2328
V006_77_0_00_11_03_12_0_c02_20201013_0060_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1076,744,3596,2308
V006_77_0_00_11_03_12_0_c02_20201013_0060_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1076,736,3600,2308
V006_77_0_00_11_03_12_0_c02_20201013_0061_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,988,400,3420,2512
V006_77_0_00_11_03_12_0_c02_20201013_0061_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,980,416,3412,2520
V006_77_0_00_11_03_12_0_c02_20201013_0062_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1088,564,3016,1708
V006_77_0_00_11_03_12_0_c02_20201013_0062_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1084,564,3016,1704
V006_77_0_00_11_03_12_0_c02_20201013_0063_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,688,816,2980,2196
V006_77_0_00_11_03_12_0_c02_20201013_0063_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,692,816,2940,2200
V006_77_0_00_11_03_12_0_c02_20201013_0064_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1016,972,3158,2729
V006_77_0_00_11_03_12_0_c02_20201013_0064_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,1108,1016,3136,2752
V006_77_0_00_11_03_12_0_c02_20201013_0065_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,886,1093,3078,2334
V006_77_0_00_11_03_12_0_c02_20201013_0065_S01_1.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,892,1104,3088,2328
V006_77_0_00_11_03_12_0_c02_20201013_0066_S01.JPG,2020/10/13,4032,3024,77,0,,0,11,3,12,0,921,767,3158,2314
