,farm_id,number,date,leafLength,leafWidth
142,tom1,025,20211007,,
143,tom1,027,20211007,,
144,tom1,028,20211007,,
145,tom1,029,20211007,,
146,tom1,030,20211007,,
147,tom1,031,20211007,,
148,tom1,032,20211007,,
149,tom1,033,20211007,,
150,tom1,034,20211007,,
151,tom1,035,20211007,,
152,tom1,036,20211007,,
153,tom1,037,20211007,,
154,tom1,040,20211007,,
155,tom1,042,20211007,,
156,tom1,043,20211007,,
157,tom1,044,20211007,,
158,tom1,047,20211007,,
159,tom1,048,20211007,,
160,tom1,050,20211007,,
161,tom1,052,20211008,,
162,tom1,053,20211008,,
163,tom1,054,20211008,,
164,tom1,055,20211008,,
165,tom1,057,20211008,,
166,tom1,058,20211008,,
167,tom1,061,20211008,,
168,tom1,062,20211008,,
169,tom1,063,20211008,,
170,tom1,065,20211008,,
171,tom1,067,20211008,,
172,tom1,070,20211008,,
173,tom1,072,20211009,,
174,tom1,073,20211009,,
175,tom1,074,20211009,,
176,tom1,076,20211009,,
177,tom1,078,20211009,,
178,tom1,079,20211009,,
179,tom1,081,20211009,,
180,tom1,082,20211009,,
181,tom1,083,20211009,,
182,tom1,084,20211009,,
183,tom1,086,20211009,,
184,tom1,087,20211009,,
185,tom1,088,20211009,,
186,tom1,089,20211009,,
187,tom1,090,20211009,,
188,tom1,091,20211009,,
189,tom1,095,20211009,,
190,tom1,096,20211009,,
191,tom1,098,20211009,,
192,tom1,100,20211009,,
193,tom1,001,20211011,,
194,tom1,003,20211011,,
195,tom1,004,20211011,,
196,tom1,005,20211011,,
197,tom1,006,20211011,,
198,tom1,007,20211011,,
199,tom1,008,20211011,,
200,tom1,010,20211011,,
201,tom1,011,20211011,,
202,tom1,014,20211011,,
203,tom1,015,20211011,,
204,tom1,018,20211011,,
205,tom1,019,20211011,,
206,tom1,020,20211011,,
207,tom1,021,20211012,,
208,tom1,023,20211012,,
209,tom1,025,20211012,,
210,tom1,028,20211012,,
211,tom1,031,20211012,,
212,tom1,032,20211012,,
213,tom1,036,20211012,,
214,tom1,038,20211012,,
215,tom1,040,20211012,,
216,tom1,042,20211013,,
217,tom1,045,20211013,,
218,tom1,050,20211013,,
219,tom1,052,20211013,,
220,tom1,053,20211013,,
221,tom1,055,20211013,,
222,tom1,057,20211013,,
223,tom1,060,20211013,,
224,tom1,067,20211014,,
225,tom1,069,20211014,,
226,tom1,070,20211014,,
227,tom1,073,20211014,,
228,tom1,074,20211014,,
229,tom1,075,20211014,,
230,tom1,080,20211014,,
231,tom1,082,20211015,,
232,tom1,083,20211015,,
233,tom1,093,20211015,,
234,tom1,095,20211015,,
235,tom1,096,20211015,,
236,tom1,100,20211015,,
237,tom1,001,20211018,,
238,tom1,002,20211018,,
239,tom1,003,20211018,,
240,tom1,004,20211018,,
241,tom1,007,20211018,,
242,tom1,009,20211018,,
243,tom1,010,20211018,,
244,tom1,011,20211018,,
245,tom1,012,20211018,,
246,tom1,013,20211018,,
247,tom1,014,20211018,,
248,tom1,015,20211018,,
249,tom1,016,20211018,,
250,tom1,020,20211018,,
251,tom1,022,20211019,,
252,tom1,024,20211019,,
253,tom1,025,20211019,,
254,tom1,026,20211019,,
255,tom1,027,20211019,,
256,tom1,028,20211019,,
257,tom1,029,20211019,,
258,tom1,030,20211019,,
259,tom1,032,20211020,,
260,tom1,035,20211020,,
261,tom1,036,20211020,,
262,tom1,038,20211020,,
263,tom1,039,20211020,,
264,tom1,040,20211020,,
265,tom1,041,20211020,,
266,tom1,042,20211020,,
267,tom1,044,20211020,,
268,tom1,046,20211020,,
269,tom1,048,20211020,,
270,tom1,049,20211020,,
271,tom1,050,20211020,,
272,tom1,051,20211021,,
273,tom1,052,20211021,,
274,tom1,056,20211021,,
275,tom1,058,20211021,,
276,tom1,061,20211021,,
277,tom1,062,20211021,,
278,tom1,063,20211021,,
279,tom1,065,20211021,,
280,tom1,070,20211021,,
281,tom1,072,20211021,,
282,tom1,073,20211021,,
283,tom1,075,20211021,,
284,tom1,076,20211022,,
285,tom1,078,20211022,,
286,tom1,079,20211022,,
287,tom1,080,20211022,,
288,tom1,081,20211022,,
289,tom1,082,20211022,,
290,tom1,084,20211022,,
291,tom1,090,20211022,,
292,tom1,093,20211024,,
293,tom1,093,20211024,,
294,tom1,098,20211024,,
295,tom1,001,20211025,,
296,tom1,003,20211025,,
297,tom1,006,20211025,,
298,tom1,010,20211025,,
299,tom1,012,20211025,,
300,tom1,016,20211025,,
301,tom1,024,20211026,,
302,tom1,026,20211026,,
303,tom1,030,20211026,,
304,tom1,031,20211026,,
305,tom1,038,20211026,,
306,tom1,040,20211026,,
307,tom1,043,20211029,,
308,tom1,048,20211029,,
309,tom1,052,20211029,,
310,tom1,053,20211029,,
311,tom1,055,20211029,,
312,tom1,056,20211029,,
313,tom1,059,20211029,,
314,tom1,061,20211030,,
315,tom1,063,20211030,,
316,tom1,064,20211030,,
317,tom1,065,20211030,,
318,tom1,066,20211030,,
319,tom1,071,20211030,,
320,tom1,072,20211030,,
321,tom1,073,20211030,,
322,tom1,079,20211030,,
323,tom1,081,20211031,,
324,tom1,085,20211031,,
325,tom1,085,20211031,,
326,tom1,086,20211031,44.5,28.5
327,tom1,087,20211031,,
328,tom1,088,20211031,,
329,tom1,089,20211031,,
330,tom1,090,20211031,,
331,tom1,092,20211031,,
332,tom1,093,20211031,,
333,tom1,096,20211031,,
334,tom1,097,20211031,,
335,tom1,004,20211101,,
336,tom1,005,20211101,,
337,tom1,010,20211101,,
338,tom1,011,20211102,,
339,tom1,012,20211102,,
340,tom1,017,20211102,,
341,tom1,018,20211102,,
342,tom1,018,20211108,,
343,tom1,018,20211108,,
344,tom1,018,20211108,,
345,tom1,019,20211102,,
346,tom1,019,20211108,,
347,tom1,019,20211108,,
348,tom1,020,20211102,,
349,tom1,020,20211108,,
350,tom1,020,20211108,,
351,tom1,023,20211102,,
352,tom1,026,20211102,,
353,tom1,027,20211102,,
354,tom1,030,20211102,,
355,tom1,031,20211104,,
356,tom1,031,20211104,,
357,tom1,034,20211104,,
358,tom1,034,20211104,,
359,tom1,037,20211104,,
360,tom1,038,20211104,,
361,tom1,038,20211104,,
362,tom1,038,20211104,,
363,tom1,039,20211104,,
364,tom1,039,20211104,,
365,tom1,039,20211104,,
366,tom1,040,20211104,,
367,tom1,040,20211104,,
368,tom1,040,20211104,,
369,tom1,041,20211105,,
370,tom1,042,20211105,,
371,tom1,042,20211105,,
372,tom1,044,20211105,,
373,tom1,044,20211105,,
374,tom1,044,20211105,,
375,tom1,045,20211105,,
376,tom1,046,20211105,,
377,tom1,047,20211105,,
378,tom1,049,20211105,,
379,tom1,049,20211105,,
380,tom1,050,20211105,,
381,tom1,052,20211106,,
382,tom1,054,20211106,,
383,tom1,055,20211106,,
384,tom1,055,20211106,,
385,tom1,056,20211106,,
386,tom1,056,20211106,,
387,tom1,058,20211106,,
388,tom1,059,20211106,,
389,tom1,059,20211106,,
390,tom1,060,20211106,,
391,tom1,060,20211106,,
392,tom1,060,20211106,,
393,tom1,061,20211106,,
394,tom1,061,20211106,,
395,tom1,064,20211106,,
396,tom1,065,20211106,,
397,tom1,066,20211106,,
398,tom1,066,20211106,,
399,tom1,067,20211106,,
400,tom1,067,20211106,,
401,tom1,067,20211106,,
402,tom1,068,20211106,,
403,tom1,068,20211106,,
404,tom1,069,20211106,,
405,tom1,069,20211106,,
406,tom1,070,20211106,,
407,tom1,071,20211107,,
408,tom1,071,20211107,,
409,tom1,071,20211107,,
410,tom1,073,20211107,,
411,tom1,074,20211107,,
412,tom1,074,20211107,,
413,tom1,074,20211107,,
414,tom1,075,20211107,,
415,tom1,075,20211107,,
416,tom1,075,20211107,,
417,tom1,076,20211107,,
418,tom1,076,20211107,,
419,tom1,077,20211107,,
420,tom1,077,20211107,,
421,tom1,077,20211107,,
422,tom1,079,20211107,,
423,tom1,080,20211107,,
424,tom1,080,20211107,,
425,tom1,081,20211107,,
426,tom1,081,20211107,,
427,tom1,082,20211107,,
428,tom1,082,20211107,,
429,tom1,083,20211107,,
430,tom1,084,20211107,,
431,tom1,084,20211107,,
432,tom1,085,20211107,,
433,tom1,085,20211107,36.67,33.27
434,tom1,085,20211107,,
435,tom1,086,20211107,,
436,tom1,087,20211107,,
437,tom1,088,20211107,,
438,tom1,088,20211107,,
439,tom1,089,20211107,,
440,tom1,090,20211107,,
441,tom1,090,20211107,,
442,tom1,091,20211107,,
443,tom1,091,20211107,,
444,tom1,093,20211107,,
445,tom1,094,20211107,,
446,tom1,095,20211107,,
447,tom1,095,20211107,,
448,tom1,095,20211107,,
449,tom1,096,20211107,,
450,tom1,096,20211107,,
451,tom1,097,20211107,,
452,tom1,099,20211107,,
453,tom1,099,20211107,,
454,tom1,100,20211107,,
455,tom1,100,20211107,,
456,tom1,001,20211108,,
457,tom1,002,20211108,,
458,tom1,003,20211108,,
459,tom1,003,20211108,,
460,tom1,003,20211108,,
461,tom1,004,20211108,,
462,tom1,004,20211108,,
463,tom1,005,20211108,,
464,tom1,005,20211108,,
465,tom1,005,20211108,,
466,tom1,007,20211108,,
467,tom1,007,20211108,,
468,tom1,008,20211108,,
469,tom1,009,20211108,,
470,tom1,009,20211108,,
471,tom1,010,20211108,,
472,tom1,010,20211108,,
473,tom1,011,20211108,,
474,tom1,011,20211108,,
475,tom1,012,20211108,,
476,tom1,013,20211108,,
477,tom1,013,20211108,,
478,tom1,015,20211108,,
479,tom1,015,20211108,,
480,tom1,015,20211108,,
481,tom1,016,20211108,,
482,tom1,016,20211108,,
483,tom1,017,20211108,,
484,tom1,022,20211109,,
485,tom1,022,20211109,,
486,tom1,023,20211109,,
487,tom1,023,20211109,,
488,tom1,024,20211109,,
489,tom1,024,20211109,,
490,tom1,025,20211109,,
491,tom1,026,20211109,,
492,tom1,026,20211109,,
493,tom1,028,20211109,,
494,tom1,029,20211109,,
495,tom1,029,20211109,,
496,tom1,030,20211109,,
497,tom1,030,20211109,,
498,tom1,031,20211112,,
499,tom1,031,20211112,,
500,tom1,032,20211112,,
501,tom1,033,20211112,,
502,tom1,033,20211112,,
503,tom1,033,20211112,,
504,tom1,034,20211112,,
505,tom1,034,20211112,,
506,tom1,035,20211112,,
507,tom1,035,20211112,,
508,tom1,035,20211112,,
509,tom1,036,20211112,,
510,tom1,036,20211112,,
511,tom1,037,20211112,,
512,tom1,037,20211112,,
513,tom1,037,20211112,,
514,tom1,038,20211112,,
515,tom1,038,20211112,,
516,tom1,040,20211112,,
517,tom1,040,20211112,,
518,tom1,041,20211112,,
519,tom1,041,20211112,,
520,tom1,042,20211112,,
521,tom1,042,20211112,,
522,tom1,043,20211112,,
523,tom1,043,20211112,,
524,tom1,044,20211112,,
525,tom1,044,20211112,,
526,tom1,045,20211112,,
527,tom1,047,20211112,,
528,tom1,047,20211112,,
529,tom1,048,20211112,,
530,tom1,048,20211112,,
531,tom1,049,20211112,,
532,tom1,049,20211112,,
533,tom1,050,20211112,,
534,tom1,051,20211113,,
535,tom1,051,20211113,,
536,tom1,053,20211113,,
537,tom1,053,20211113,,
538,tom1,053,20211113,,
539,tom1,054,20211113,,
540,tom1,054,20211113,,
541,tom1,055,20211113,,
542,tom1,055,20211113,,
543,tom1,055,20211113,,
544,tom1,056,20211113,,
545,tom1,057,20211113,,
546,tom1,057,20211113,,
547,tom1,058,20211113,,
548,tom1,060,20211113,,
549,tom1,060,20211113,,
550,tom1,061,20211113,,
551,tom1,061,20211113,,
552,tom1,062,20211113,,
553,tom1,062,20211113,,
554,tom1,063,20211113,,
555,tom1,063,20211113,,
556,tom1,064,20211113,,
557,tom1,064,20211113,,
558,tom1,064,20211113,,
559,tom1,065,20211113,,
560,tom1,065,20211113,,
561,tom1,066,20211113,,
562,tom1,066,20211113,,
563,tom1,067,20211113,,
564,tom1,067,20211113,,
565,tom1,068,20211113,,
566,tom1,068,20211113,,
567,tom1,069,20211113,,
568,tom1,070,20211113,,
569,tom1,070,20211113,,
570,tom1,072,20211113,,
571,tom1,072,20211113,,
572,tom1,073,20211113,,
573,tom1,074,20211113,,
574,tom1,074,20211113,,
575,tom1,075,20211113,,
576,tom1,075,20211113,,
577,tom1,076,20211113,,
578,tom1,076,20211113,,
579,tom1,077,20211113,,
580,tom1,077,20211113,,
581,tom1,077,20211113,,
582,tom1,078,20211113,,
583,tom1,078,20211113,,
584,tom1,079,20211113,,
585,tom1,079,20211113,,
586,tom1,080,20211113,,
587,tom1,080,20211113,,
588,tom1,080,20211113,,
589,tom1,083,20211113,,
590,tom1,083,20211113,,
591,tom1,085,20211113,41.77,42.44
592,tom1,085,20211113,,
593,tom1,086,20211113,,
594,tom1,086,20211113,,
595,tom1,086,20211113,,
596,tom1,087,20211113,,
597,tom1,087,20211113,,
598,tom1,087,20211113,,
599,tom1,088,20211113,,
600,tom1,088,20211113,,
601,tom1,088,20211113,,
602,tom1,090,20211113,,
603,tom1,090,20211113,,
604,tom1,090,20211113,,
605,tom1,002,20211115,,
606,tom1,002,20211115,,
607,tom1,002,20211115,,
608,tom1,003,20211115,,
609,tom1,004,20211115,,
610,tom1,004,20211115,,
611,tom1,004,20211115,,
612,tom1,005,20211115,,
613,tom1,005,20211115,,
614,tom1,005,20211115,,
615,tom1,006,20211115,,
616,tom1,006,20211115,,
617,tom1,006,20211115,,
618,tom1,007,20211115,,
619,tom1,007,20211115,,
620,tom1,007,20211115,,
621,tom1,010,20211115,,
622,tom1,010,20211115,,
623,tom1,010,20211115,,
624,tom1,011,20211115,,
625,tom1,011,20211115,,
626,tom1,012,20211115,,
627,tom1,012,20211115,,
628,tom1,013,20211115,,
629,tom1,013,20211115,,
630,tom1,014,20211115,,
631,tom1,014,20211115,,
632,tom1,015,20211115,,
633,tom1,018,20211115,,
634,tom1,018,20211115,,
635,tom1,019,20211115,,
636,tom1,019,20211115,,
637,tom1,020,20211115,,
638,tom1,021,20211116,,
639,tom1,021,20211116,,
640,tom1,023,20211116,,
641,tom1,023,20211116,,
642,tom1,024,20211116,,
643,tom1,024,20211116,,
644,tom1,026,20211116,,
645,tom1,026,20211116,,
646,tom1,026,20211116,,
647,tom1,028,20211116,,
648,tom1,028,20211116,,
649,tom1,029,20211116,,
650,tom1,029,20211116,,
651,tom1,031,20211118,,
652,tom1,032,20211118,,
653,tom1,032,20211118,,
654,tom1,035,20211118,,
655,tom1,035,20211118,,
656,tom1,037,20211118,,
657,tom1,040,20211118,,
658,tom1,044,20211118,,
659,tom1,045,20211118,,
660,tom1,046,20211118,,
661,tom1,046,20211118,,
662,tom1,047,20211118,,
663,tom1,048,20211118,,
664,tom1,048,20211118,,
665,tom1,048,20211118,,
666,tom1,049,20211118,,
667,tom1,049,20211118,,
668,tom1,049,20211118,,
669,tom1,050,20211118,,
670,tom1,051,20211118,,
671,tom1,051,20211118,,
672,tom1,054,20211118,,
673,tom1,054,20211118,,
674,tom1,054,20211118,,
675,tom1,055,20211118,,
676,tom1,055,20211118,,
677,tom1,055,20211118,,
678,tom1,056,20211118,,
679,tom1,056,20211118,,
680,tom1,056,20211118,,
681,tom1,057,20211118,,
682,tom1,058,20211118,,
683,tom1,058,20211118,,
684,tom1,058,20211118,,
685,tom1,058,20211118,,
686,tom1,059,20211118,,
687,tom1,060,20211118,,
688,tom1,060,20211118,,
689,tom1,061,20211119,,
690,tom1,061,20211119,,
691,tom1,063,20211119,,
692,tom1,063,20211119,,
693,tom1,064,20211119,,
694,tom1,064,20211119,,
695,tom1,064,20211119,,
696,tom1,066,20211119,,
697,tom1,066,20211119,,
698,tom1,066,20211119,,
699,tom1,069,20211119,,
700,tom1,069,20211119,,
701,tom1,069,20211119,,
702,tom1,071,20211119,,
703,tom1,071,20211119,,
704,tom1,072,20211119,,
705,tom1,073,20211119,,
706,tom1,073,20211119,,
707,tom1,074,20211119,,
708,tom1,074,20211119,,
709,tom1,074,20211119,,
710,tom1,075,20211119,,
711,tom1,076,20211119,,
712,tom1,076,20211119,,
713,tom1,077,20211119,,
714,tom1,079,20211119,,
715,tom1,080,20211119,,
716,tom1,081,20211121,,
717,tom1,081,20211121,,
718,tom1,081,20211121,,
719,tom1,082,20211121,,
720,tom1,082,20211121,,
721,tom1,083,20211121,,
722,tom1,083,20211121,,
723,tom1,085,20211121,,
724,tom1,086,20211121,38.76,44.99
725,tom1,086,20211121,,
726,tom1,087,20211121,,
727,tom1,088,20211121,,
728,tom1,089,20211121,,
729,tom1,089,20211121,,
730,tom1,090,20211121,,
731,tom1,091,20211121,,
732,tom1,092,20211121,,
733,tom1,092,20211121,,
734,tom1,093,20211121,,
735,tom1,094,20211121,,
736,tom1,096,20211121,,
737,tom1,096,20211121,,
738,tom1,098,20211121,,
739,tom1,098,20211121,,
740,tom1,099,20211121,,
741,tom1,100,20211121,,
742,tom1,002,20211123,,
743,tom1,002,20211123,,
744,tom1,003,20211123,,
745,tom1,003,20211123,,
746,tom1,004,20211123,,
747,tom1,004,20211123,,
748,tom1,004,20211123,,
749,tom1,005,20211123,,
750,tom1,005,20211123,,
751,tom1,006,20211123,,
752,tom1,007,20211123,,
753,tom1,007,20211123,,
754,tom1,012,20211123,,
755,tom1,012,20211123,,
756,tom1,012,20211123,,
757,tom1,014,20211123,,
758,tom1,014,20211123,,
759,tom1,015,20211123,,
760,tom1,015,20211123,,
761,tom1,016,20211123,,
762,tom1,016,20211123,,
763,tom1,016,20211123,,
764,tom1,017,20211123,,
765,tom1,020,20211123,,
766,tom1,021,20211123,,
767,tom1,021,20211123,,
768,tom1,024,20211123,,
769,tom1,024,20211123,,
770,tom1,024,20211123,,
771,tom1,027,20211123,,
772,tom1,027,20211123,,
773,tom1,028,20211123,,
774,tom1,028,20211123,,
775,tom1,028,20211123,,
776,tom1,029,20211123,,
777,tom1,029,20211123,,
778,tom1,029,20211123,,
779,tom1,033,20211124,,
780,tom1,033,20211124,,
781,tom1,034,20211124,,
782,tom1,034,20211124,,
783,tom1,034,20211124,,
784,tom1,037,20211124,,
785,tom1,037,20211124,,
786,tom1,038,20211124,,
787,tom1,038,20211124,,
788,tom1,038,20211124,,
789,tom1,039,20211124,,
790,tom1,039,20211124,,
791,tom1,039,20211124,,
792,tom1,040,20211124,,
793,tom1,040,20211124,,
794,tom1,041,20211124,,
795,tom1,041,20211124,,
796,tom1,041,20211124,,
797,tom1,042,20211124,,
798,tom1,042,20211124,,
799,tom1,043,20211124,,
800,tom1,044,20211124,,
801,tom1,045,20211124,,
802,tom1,045,20211124,,
803,tom1,047,20211124,,
804,tom1,047,20211124,,
805,tom1,047,20211124,,
806,tom1,048,20211124,,
807,tom1,048,20211124,,
808,tom1,048,20211124,,
809,tom1,049,20211124,,
810,tom1,051,20211125,,
811,tom1,051,20211125,,
812,tom1,054,20211125,,
813,tom1,054,20211125,,
814,tom1,055,20211125,,
815,tom1,055,20211125,,
816,tom1,055,20211125,,
817,tom1,056,20211125,,
818,tom1,056,20211125,,
819,tom1,057,20211125,48.46,42.05
820,tom1,057,20211125,,
821,tom1,057,20211125,,
822,tom1,059,20211125,,
823,tom1,060,20211125,,
824,tom1,060,20211125,,
825,tom1,060,20211125,,
826,tom1,061,20211125,,
827,tom1,061,20211125,,
828,tom1,062,20211125,,
829,tom1,062,20211125,,
830,tom1,062,20211125,,
831,tom1,064,20211125,,
832,tom1,066,20211125,,
833,tom1,066,20211125,,
834,tom1,066,20211125,54.3,35.43
835,tom1,067,20211125,,
836,tom1,067,20211125,,
837,tom1,067,20211125,,
838,tom1,069,20211125,,
839,tom1,069,20211125,,
840,tom1,070,20211125,,
841,tom1,070,20211125,,
842,tom1,072,20211126,,
843,tom1,072,20211126,,
844,tom1,075,20211126,74.8,31.61
845,tom1,075,20211126,59.58,34.87
846,tom1,078,20211126,,
847,tom1,078,20211126,,
848,tom1,080,20211126,,
849,tom1,080,20211126,,
850,tom1,017,20211130,,
851,tom1,017,20211130,,
852,tom1,021,20211202,,
853,tom1,022,20211202,,
854,tom1,022,20211202,,
855,tom1,026,20211202,,
856,tom1,026,20211202,,
857,tom1,033,20211202,,
858,tom1,038,20211202,,
859,tom1,044,20211202,,
860,tom1,045,20211202,,
861,tom1,046,20211204,,
862,tom1,046,20211204,,
863,tom1,047,20211204,,
864,tom1,048,20211204,,
865,tom1,048,20211204,,
866,tom1,051,20211204,,
867,tom1,052,20211204,,
868,tom1,052,20211204,,
869,tom1,053,20211204,,
870,tom1,053,20211204,,
871,tom1,056,20211204,,
872,tom1,057,20211204,,
873,tom1,057,20211204,,
874,tom1,058,20211204,,
875,tom1,062,20211204,,
876,tom1,065,20211204,,
877,tom1,065,20211204,,
878,tom1,066,20211204,,
879,tom1,068,20211204,,
880,tom1,071,20211204,,
881,tom1,071,20211204,,
882,tom1,072,20211204,,
883,tom1,073,20211204,,
884,tom1,073,20211204,,
885,tom1,073,20211204,,
886,tom1,076,20211204,,
887,tom1,076,20211204,,
888,tom1,079,20211204,,
889,tom1,080,20211204,,
890,tom1,081,20211205,,
891,tom1,081,20211205,,
892,tom1,082,20211205,,
893,tom1,082,20211205,,
894,tom1,088,20211205,,
895,tom1,088,20211205,,
896,tom1,090,20211205,,
897,tom1,092,20211205,,
898,tom1,092,20211205,,
899,tom1,093,20211205,,
900,tom1,094,20211205,,
901,tom1,094,20211205,45.1,29.13
902,tom1,094,20211205,36.99,25.88
903,tom1,095,20211205,,
904,tom1,097,20211205,,
905,tom1,098,20211205,,
906,tom1,098,20211205,,
907,tom1,001,20211207,,
908,tom1,002,20211207,52.5,43.12
909,tom1,004,20211207,,
910,tom1,006,20211207,,
911,tom1,006,20211207,,
912,tom1,006,20211207,,
913,tom1,007,20211207,,
914,tom1,011,20211207,,
915,tom1,011,20211207,,
916,tom1,012,20211207,,
917,tom1,012,20211207,,
918,tom1,012,20211207,,
919,tom1,013,20211207,62.97,40.46
920,tom1,015,20211207,,
921,tom1,016,20211207,,
922,tom1,017,20211207,51.68,27.29
923,tom1,017,20211207,63.29,31.15
924,tom1,023,20211212,,
925,tom1,023,20211212,,
926,tom1,024,20211212,,
927,tom1,027,20211212,,
928,tom1,042,20211209,,
929,tom1,042,20211209,,
930,tom1,048,20211209,,
931,tom1,048,20211209,,
932,tom1,048,20211209,,
933,tom1,050,20211209,,
934,tom1,050,20211209,,
935,tom1,051,20211209,,
936,tom1,051,20211209,,
937,tom1,051,20211209,,
938,tom1,053,20211209,,
939,tom1,053,20211209,,
940,tom1,054,20211209,,
941,tom1,054,20211209,,
942,tom1,054,20211209,,
943,tom1,055,20211209,,
944,tom1,055,20211209,,
945,tom1,061,20211211,,
946,tom1,062,20211211,,
947,tom1,066,20211211,,
948,tom1,066,20211211,,
949,tom1,067,20211211,,
950,tom1,069,20211211,,
951,tom1,074,20211211,,
952,tom1,075,20211211,64.81,30.87
953,tom1,083,20211212,,
954,tom1,083,20211212,,
955,tom1,083,20211212,,
956,tom1,084,20211212,,
957,tom1,084,20211212,,
958,tom1,085,20211212,,
959,tom1,086,20211212,,
960,tom1,091,20211212,,
961,tom1,093,20211212,,
962,tom1,093,20211212,,
963,tom1,094,20211212,47.86,22.41
964,tom1,094,20211212,34.37,24.99
965,tom1,021,20211216,,
966,tom1,023,20211216,,
967,tom1,029,20211216,,
968,tom1,029,20211216,,
969,tom1,034,20211216,,
970,tom1,036,20211216,,
971,tom1,036,20211216,,
972,tom1,037,20211216,,
973,tom1,040,20211216,,
974,tom1,043,20211217,,
975,tom1,043,20211217,,
976,tom1,043,20211217,,
977,tom1,050,20211217,,
978,tom1,051,20211217,,
979,tom1,051,20211217,,
980,tom1,051,20211217,,
981,tom1,052,20211217,,
982,tom1,053,20211217,,
983,tom1,053,20211217,,
984,tom1,057,20211217,,
985,tom1,057,20211217,,
986,tom1,057,20211217,,
987,tom1,059,20211217,,
