,farm_id,number,date,floweringNode,numberOfTheFlower,numberOfTheFlowerPerTruss
341,tom1,063,20211014,9,3,9
342,tom1,063,20211014,9,3,9
343,tom1,065,20211014,11,1,11
344,tom1,065,20211014,11,1,11
345,tom1,065,20211014,11,1,11
346,tom1,065,20211014,11,1,11
347,tom1,066,20211014,10,2,10
348,tom1,066,20211014,10,4,10
349,tom1,066,20211014,10,4,10
350,tom1,068,20211014,10,3,10
351,tom1,068,20211014,10,3,10
352,tom1,068,20211014,10,3,10
353,tom1,068,20211014,10,2,10
354,tom1,068,20211014,10,2,10
355,tom1,069,20211014,10,3,10
356,tom1,069,20211014,10,3,10
357,tom1,069,20211014,10,3,10
358,tom1,069,20211014,10,3,10
359,tom1,069,20211014,10,4,10
360,tom1,070,20211014,10,3,10
361,tom1,070,20211014,10,3,10
362,tom1,071,20211014,10,4,10
363,tom1,071,20211014,10,4,10
364,tom1,071,20211014,10,3,10
365,tom1,071,20211014,10,3,10
366,tom1,071,20211014,10,3,10
367,tom1,072,20211014,10,2,10
368,tom1,072,20211014,10,2,10
369,tom1,073,20211014,11,4,11
370,tom1,073,20211014,11,4,11
371,tom1,073,20211014,11,4,11
372,tom1,073,20211014,11,4,11
373,tom1,075,20211014,10,2,10
374,tom1,075,20211014,10,4,10
375,tom1,075,20211014,10,4,10
376,tom1,076,20211014,10,3,10
377,tom1,076,20211014,10,3,10
378,tom1,077,20211014,10,3,10
379,tom1,077,20211014,10,3,10
380,tom1,080,20211014,10,4,10
381,tom1,080,20211014,10,4,10
382,tom1,081,20211015,10,3,10
383,tom1,082,20211015,10,3,10
384,tom1,082,20211015,10,3,10
385,tom1,082,20211015,10,3,10
386,tom1,083,20211015,11,3,11
387,tom1,083,20211015,11,3,11
388,tom1,083,20211015,11,3,11
389,tom1,084,20211015,10,4,10
390,tom1,084,20211015,10,4,10
391,tom1,084,20211015,10,4,10
392,tom1,084,20211015,10,4,10
393,tom1,085,20211015,10,3,10
394,tom1,085,20211015,10,3,10
395,tom1,085,20211015,10,3,10
396,tom1,085,20211015,10,3,10
397,tom1,085,20211015,11,3,11
398,tom1,085,20211015,11,3,11
399,tom1,085,20211015,11,3,11
400,tom1,085,20211015,11,3,11
401,tom1,085,20211015,11,2,11
402,tom1,086,20211015,11,2,11
403,tom1,086,20211015,11,2,11
404,tom1,087,20211015,9,3,9
405,tom1,087,20211015,9,3,9
406,tom1,087,20211015,10,3,10
407,tom1,087,20211015,10,2,10
408,tom1,087,20211015,10,3,10
409,tom1,087,20211015,10,2,10
410,tom1,088,20211015,10,3,10
411,tom1,088,20211015,10,3,10
412,tom1,088,20211015,10,3,10
413,tom1,088,20211015,10,3,10
414,tom1,091,20211015,10,3,10
415,tom1,091,20211015,10,3,10
416,tom1,091,20211015,10,3,10
417,tom1,093,20211015,10,3,10
418,tom1,093,20211015,10,4,10
419,tom1,095,20211015,11,2,11
420,tom1,095,20211015,11,2,11
421,tom1,095,20211015,11,2,11
422,tom1,096,20211015,10,4,10
423,tom1,096,20211015,10,4,10
424,tom1,097,20211015,10,3,10
425,tom1,097,20211015,10,3,10
426,tom1,097,20211015,10,3,10
427,tom1,097,20211015,10,3,10
428,tom1,097,20211015,10,3,10
429,tom1,098,20211015,11,2,11
430,tom1,098,20211015,11,2,11
431,tom1,099,20211015,11,4,11
432,tom1,099,20211015,11,4,11
433,tom1,100,20211015,10,4,10
434,tom1,100,20211015,10,3,10
435,tom1,100,20211015,10,4,10
436,tom1,001,20211018,11,1,11
437,tom1,001,20211018,11,4,11
438,tom1,001,20211018,11,3,11
439,tom1,002,20211018,10,2,10
440,tom1,002,20211018,10,2,10
441,tom1,002,20211018,10,2,10
442,tom1,003,20211018,11,3,11
443,tom1,003,20211018,11,2,11
444,tom1,003,20211018,11,3,11
445,tom1,003,20211018,11,3,11
446,tom1,003,20211018,11,3,11
447,tom1,004,20211018,10,3,10
448,tom1,004,20211018,10,3,10
449,tom1,004,20211018,10,3,10
450,tom1,004,20211018,10,2,10
451,tom1,004,20211018,11,3,11
452,tom1,005,20211018,11,4,11
453,tom1,005,20211018,11,4,11
454,tom1,005,20211018,11,5,11
455,tom1,005,20211018,11,5,11
456,tom1,006,20211018,11,4,11
457,tom1,006,20211018,11,3,11
458,tom1,006,20211018,11,4,11
459,tom1,006,20211018,11,2,11
460,tom1,007,20211018,11,4,11
461,tom1,007,20211018,11,4,11
462,tom1,007,20211018,11,4,11
463,tom1,008,20211018,11,3,11
464,tom1,008,20211018,11,4,11
465,tom1,009,20211018,11,3,11
466,tom1,009,20211018,11,4,11
467,tom1,009,20211018,11,3,11
468,tom1,010,20211018,11,2,11
469,tom1,010,20211018,11,2,11
470,tom1,011,20211018,10,3,10
471,tom1,011,20211018,10,4,10
472,tom1,011,20211018,10,3,10
473,tom1,012,20211018,11,5,11
474,tom1,012,20211018,11,5,11
475,tom1,012,20211018,11,5,11
476,tom1,012,20211018,11,4,11
477,tom1,013,20211018,10,4,10
478,tom1,013,20211018,10,4,10
479,tom1,013,20211018,10,4,10
480,tom1,013,20211018,10,4,10
481,tom1,014,20211018,10,4,10
482,tom1,014,20211018,10,3,10
483,tom1,014,20211018,10,2,10
484,tom1,014,20211018,10,2,10
485,tom1,015,20211018,10,3,10
486,tom1,015,20211018,10,3,10
487,tom1,015,20211018,10,3,10
488,tom1,015,20211018,10,3,10
489,tom1,016,20211018,10,2,10
490,tom1,016,20211018,10,2,10
491,tom1,016,20211018,10,2,10
492,tom1,018,20211018,11,3,11
493,tom1,018,20211018,11,3,11
494,tom1,018,20211018,11,3,11
495,tom1,019,20211018,11,4,11
496,tom1,019,20211018,11,4,11
497,tom1,019,20211018,11,4,11
498,tom1,020,20211018,9,4,9
499,tom1,020,20211018,9,5,9
500,tom1,020,20211018,9,5,9
501,tom1,021,20211019,11,3,11
502,tom1,021,20211019,11,3,11
503,tom1,021,20211019,11,3,11
504,tom1,021,20211019,11,3,11
505,tom1,023,20211019,10,2,10
506,tom1,023,20211019,10,3,10
507,tom1,023,20211019,10,2,10
508,tom1,023,20211019,11,2,11
509,tom1,023,20211019,11,2,11
510,tom1,023,20211019,11,4,11
511,tom1,024,20211019,11,4,11
512,tom1,024,20211019,11,4,11
513,tom1,025,20211019,11,2,11
514,tom1,025,20211019,11,2,11
515,tom1,025,20211019,11,2,11
516,tom1,025,20211019,11,2,11
517,tom1,026,20211019,11,3,11
518,tom1,026,20211019,11,3,11
519,tom1,026,20211019,11,3,11
520,tom1,026,20211019,11,3,11
521,tom1,027,20211019,11,2,11
522,tom1,027,20211019,11,2,11
523,tom1,027,20211019,11,3,11
524,tom1,027,20211019,11,3,11
525,tom1,030,20211019,11,2,11
526,tom1,031,20211020,11,5,11
527,tom1,031,20211020,11,5,11
528,tom1,031,20211020,11,5,11
529,tom1,032,20211020,12,3,12
530,tom1,032,20211020,12,3,12
531,tom1,032,20211020,12,3,12
532,tom1,032,20211020,12,3,12
533,tom1,033,20211020,10,2,10
534,tom1,033,20211020,10,2,10
535,tom1,036,20211020,11,4,11
536,tom1,036,20211020,11,4,11
537,tom1,036,20211020,11,4,11
538,tom1,036,20211020,11,4,11
539,tom1,037,20211020,11,4,11
540,tom1,037,20211020,11,4,11
541,tom1,037,20211020,11,4,11
542,tom1,037,20211020,11,4,11
543,tom1,037,20211020,11,4,11
544,tom1,038,20211020,11,4,11
545,tom1,039,20211020,11,4,11
546,tom1,039,20211020,11,3,11
547,tom1,039,20211020,11,4,11
548,tom1,039,20211020,11,4,11
549,tom1,039,20211020,11,4,11
550,tom1,040,20211020,10,5,10
551,tom1,040,20211020,10,5,10
552,tom1,041,20211020,11,4,11
553,tom1,041,20211020,11,4,11
554,tom1,041,20211020,11,3,11
555,tom1,041,20211020,11,4,11
556,tom1,042,20211020,10,3,10
557,tom1,042,20211020,10,3,10
558,tom1,042,20211020,10,3,10
559,tom1,043,20211020,11,4,11
560,tom1,043,20211020,11,4,11
561,tom1,043,20211020,11,4,11
562,tom1,043,20211020,11,1,11
563,tom1,044,20211020,11,4,11
564,tom1,044,20211020,11,2,11
565,tom1,044,20211020,11,3,11
566,tom1,044,20211020,11,4,11
567,tom1,044,20211020,11,4,11
568,tom1,045,20211020,11,3,11
569,tom1,045,20211020,11,6,11
570,tom1,045,20211020,11,4,11
571,tom1,046,20211020,11,5,11
572,tom1,047,20211020,11,6,11
573,tom1,047,20211020,11,6,11
574,tom1,048,20211020,10,4,10
575,tom1,048,20211020,10,3,10
576,tom1,048,20211020,10,3,10
577,tom1,049,20211020,11,4,11
578,tom1,049,20211020,11,5,11
579,tom1,049,20211020,11,5,11
580,tom1,050,20211020,11,5,11
581,tom1,050,20211020,11,5,11
582,tom1,050,20211020,11,4,11
583,tom1,051,20211021,11,1,11
584,tom1,051,20211021,11,2,11
585,tom1,051,20211021,11,3,11
586,tom1,051,20211021,11,3,11
587,tom1,051,20211021,11,3,11
588,tom1,052,20211021,11,3,11
589,tom1,052,20211021,11,2,11
590,tom1,052,20211021,11,3,11
591,tom1,052,20211021,11,2,11
592,tom1,054,20211021,18,3,18
593,tom1,054,20211021,18,4,18
594,tom1,054,20211021,18,4,18
595,tom1,055,20211021,11,4,11
596,tom1,055,20211021,11,4,11
597,tom1,055,20211021,11,5,11
598,tom1,055,20211021,11,5,11
599,tom1,056,20211021,11,4,11
600,tom1,056,20211021,11,5,11
601,tom1,057,20211021,11,3,11
602,tom1,057,20211021,11,3,11
603,tom1,059,20211021,11,4,11
604,tom1,059,20211021,11,4,11
605,tom1,059,20211021,11,4,11
606,tom1,059,20211021,11,4,11
607,tom1,060,20211021,11,3,11
608,tom1,060,20211021,11,3,11
609,tom1,060,20211021,11,3,11
610,tom1,060,20211021,11,3,11
611,tom1,061,20211021,12,1,12
612,tom1,061,20211021,12,3,12
613,tom1,061,20211021,12,3,12
614,tom1,062,20211021,11,2,11
615,tom1,062,20211021,11,4,11
616,tom1,062,20211021,11,4,11
617,tom1,063,20211021,10,4,10
618,tom1,063,20211021,10,4,10
619,tom1,063,20211021,10,4,10
620,tom1,063,20211021,10,3,10
621,tom1,064,20211021,11,3,11
622,tom1,064,20211021,11,3,11
623,tom1,064,20211021,11,3,11
624,tom1,064,20211021,11,3,11
625,tom1,064,20211021,11,2,11
626,tom1,066,20211021,10,4,10
627,tom1,066,20211021,10,4,10
628,tom1,066,20211021,10,4,10
629,tom1,066,20211021,10,4,10
630,tom1,067,20211021,10,3,10
631,tom1,067,20211021,10,3,10
632,tom1,067,20211021,10,3,10
633,tom1,068,20211021,11,2,11
634,tom1,068,20211021,11,3,11
635,tom1,070,20211021,11,4,11
636,tom1,070,20211021,11,4,11
637,tom1,070,20211021,11,4,11
638,tom1,070,20211021,11,5,11
639,tom1,071,20211021,11,4,11
640,tom1,071,20211021,11,4,11
641,tom1,071,20211021,11,2,11
642,tom1,072,20211021,11,5,11
643,tom1,072,20211021,11,5,11
644,tom1,072,20211021,11,5,11
645,tom1,074,20211021,11,3,11
646,tom1,074,20211021,11,3,11
647,tom1,074,20211021,11,3,11
648,tom1,074,20211021,11,3,11
649,tom1,074,20211021,11,4,11
650,tom1,075,20211021,11,5,11
651,tom1,075,20211021,11,3,11
652,tom1,075,20211021,11,3,11
653,tom1,075,20211021,11,3,11
654,tom1,076,20211022,11,3,11
655,tom1,076,20211022,11,3,11
656,tom1,076,20211022,11,3,11
657,tom1,076,20211022,11,3,11
658,tom1,077,20211022,11,4,11
659,tom1,077,20211022,11,5,11
660,tom1,078,20211022,11,3,11
661,tom1,078,20211022,11,3,11
662,tom1,078,20211022,11,3,11
663,tom1,078,20211022,11,3,11
664,tom1,079,20211022,11,2,11
665,tom1,079,20211022,11,3,11
666,tom1,079,20211022,11,3,11
667,tom1,079,20211022,11,3,11
668,tom1,080,20211022,11,4,11
669,tom1,080,20211022,11,3,11
670,tom1,080,20211022,11,3,11
671,tom1,081,20211022,11,3,11
672,tom1,081,20211022,11,3,11
673,tom1,082,20211022,11,3,11
674,tom1,082,20211022,11,4,11
675,tom1,082,20211022,11,3,11
676,tom1,082,20211022,11,4,11
677,tom1,082,20211022,11,4,11
678,tom1,083,20211022,11,3,11
679,tom1,083,20211022,11,3,11
680,tom1,083,20211022,11,3,11
681,tom1,084,20211022,11,3,11
682,tom1,084,20211022,11,3,11
683,tom1,084,20211022,11,4,11
684,tom1,084,20211022,11,3,11
685,tom1,085,20211022,11,3,11
686,tom1,085,20211022,11,3,11
687,tom1,085,20211022,11,3,11
688,tom1,085,20211022,11,3,11
689,tom1,085,20211022,11,3,11
690,tom1,086,20211022,12,4,12
691,tom1,086,20211022,12,5,12
692,tom1,086,20211022,12,7,12
693,tom1,086,20211022,12,6,12
694,tom1,087,20211022,10,2,10
695,tom1,087,20211022,10,2,10
696,tom1,087,20211022,10,2,10
697,tom1,087,20211022,10,2,10
698,tom1,088,20211022,11,4,11
699,tom1,088,20211022,11,4,11
700,tom1,088,20211022,11,2,11
701,tom1,088,20211022,11,4,11
702,tom1,089,20211022,11,4,11
703,tom1,089,20211022,11,3,11
704,tom1,089,20211022,11,4,11
705,tom1,089,20211022,11,3,11
706,tom1,090,20211022,10,4,10
707,tom1,090,20211022,10,4,10
708,tom1,090,20211022,10,4,10
709,tom1,090,20211022,10,4,10
710,tom1,091,20211024,11,1,11
711,tom1,091,20211024,11,1,11
712,tom1,091,20211024,11,1,11
713,tom1,092,20211024,11,3,11
714,tom1,092,20211024,11,3,11
715,tom1,092,20211024,11,4,11
716,tom1,093,20211024,11,5,11
717,tom1,093,20211024,11,5,11
718,tom1,093,20211024,11,5,11
719,tom1,094,20211024,11,4,11
720,tom1,094,20211024,11,5,11
721,tom1,094,20211024,11,5,11
722,tom1,094,20211024,11,5,11
723,tom1,095,20211024,11,4,11
724,tom1,095,20211024,11,4,11
725,tom1,095,20211024,11,3,11
726,tom1,095,20211024,11,4,11
727,tom1,096,20211024,11,4,11
728,tom1,096,20211024,11,4,11
729,tom1,097,20211024,11,5,11
730,tom1,097,20211024,11,5,11
731,tom1,100,20211024,11,3,11
732,tom1,100,20211024,11,4,11
733,tom1,100,20211024,11,3,11
734,tom1,001,20211025,12,3,12
735,tom1,001,20211025,12,3,12
736,tom1,001,20211025,12,3,12
737,tom1,002,20211025,11,4,11
738,tom1,002,20211025,11,4,11
739,tom1,002,20211025,11,4,11
740,tom1,003,20211025,12,3,12
741,tom1,003,20211025,12,3,12
742,tom1,003,20211025,12,3,12
743,tom1,003,20211025,12,3,12
744,tom1,003,20211025,12,3,12
745,tom1,005,20211025,12,4,12
746,tom1,005,20211025,12,4,12
747,tom1,005,20211025,12,4,12
748,tom1,005,20211025,12,4,12
749,tom1,006,20211025,12,5,12
750,tom1,006,20211025,12,5,12
751,tom1,006,20211025,12,3,12
752,tom1,006,20211025,12,4,12
753,tom1,007,20211025,12,3,12
754,tom1,007,20211025,12,4,12
755,tom1,007,20211025,12,4,12
756,tom1,007,20211025,12,4,12
757,tom1,007,20211025,12,4,12
758,tom1,008,20211025,12,4,12
759,tom1,009,20211025,12,4,12
760,tom1,009,20211025,12,4,12
761,tom1,009,20211025,12,3,12
762,tom1,009,20211025,12,3,12
763,tom1,010,20211025,12,5,12
764,tom1,010,20211025,12,5,12
765,tom1,010,20211025,12,5,12
766,tom1,010,20211025,12,4,12
767,tom1,011,20211025,11,5,11
768,tom1,011,20211025,11,5,11
769,tom1,011,20211025,11,3,11
770,tom1,011,20211025,11,4,11
771,tom1,012,20211025,12,4,12
772,tom1,012,20211025,12,5,12
