,farm_id,number,date,stemDiameter
227,tom1,033,20211020,1.52
228,tom1,034,20211020,1.17
229,tom1,039,20211020,0.85
230,tom1,040,20211020,0.99
231,tom1,043,20211020,0.74
232,tom1,044,20211020,0.32
233,tom1,051,20211021,0.53
234,tom1,052,20211021,0.74
235,tom1,053,20211021,1.13
236,tom1,055,20211021,0.99
237,tom1,056,20211021,1.35
238,tom1,057,20211021,1.24
239,tom1,059,20211021,1.17
240,tom1,060,20211021,0.64
241,tom1,061,20211021,1.22
242,tom1,062,20211021,1.35
243,tom1,066,20211021,1.43
244,tom1,067,20211021,0.81
245,tom1,072,20211021,1.31
246,tom1,073,20211021,1.38
247,tom1,074,20211021,1.45
248,tom1,075,20211021,1.27
249,tom1,076,20211022,0.85
250,tom1,077,20211022,1.38
251,tom1,078,20211022,1.63
252,tom1,079,20211022,1.42
253,tom1,083,20211022,1.2
254,tom1,084,20211022,0.64
255,tom1,085,20211022,1.17
256,tom1,086,20211022,1.45
257,tom1,087,20211022,1.31
258,tom1,089,20211022,1.24
259,tom1,091,20211024,0.67
260,tom1,093,20211024,1.18
261,tom1,095,20211024,0.99
262,tom1,011,20211025,1.52
263,tom1,012,20211025,1.05
264,tom1,021,20211026,1.52
265,tom1,022,20211026,1.17
266,tom1,023,20211026,1.33
267,tom1,025,20211026,1.2
268,tom1,027,20211026,1.42
269,tom1,030,20211026,1.49
270,tom1,031,20211026,1.59
271,tom1,035,20211026,1.53
272,tom1,036,20211026,
273,tom1,040,20211026,0.9
274,tom1,041,20211029,1.38
275,tom1,044,20211029,1.2
276,tom1,046,20211029,1.49
277,tom1,048,20211029,0.53
278,tom1,051,20211029,1.69
279,tom1,052,20211029,1.56
280,tom1,053,20211029,1.66
281,tom1,054,20211029,1.2
282,tom1,055,20211029,1.66
283,tom1,056,20211029,1.1
284,tom1,057,20211029,1.46
285,tom1,058,20211029,1.37
286,tom1,059,20211029,1.66
287,tom1,060,20211029,1.47
288,tom1,062,20211030,1.56
289,tom1,063,20211030,1.52
290,tom1,064,20211030,1.51
291,tom1,065,20211030,1.39
292,tom1,066,20211030,1.77
293,tom1,069,20211030,0.99
294,tom1,070,20211030,1.13
295,tom1,074,20211030,1.64
296,tom1,075,20211030,1.08
297,tom1,076,20211030,1.67
298,tom1,080,20211030,0.91
299,tom1,090,20211031,0.99
300,tom1,092,20211031,1.06
301,tom1,096,20211031,0.67
302,tom1,097,20211031,1.27
303,tom1,098,20211031,0.99
304,tom1,100,20211031,1.31
305,tom1,001,20211101,0.98
306,tom1,002,20211101,1.52
307,tom1,003,20211101,1.47
308,tom1,005,20211101,1.55
309,tom1,006,20211101,1.35
310,tom1,007,20211101,1.31
311,tom1,008,20211101,1.38
312,tom1,009,20211101,1.37
313,tom1,011,20211102,1.36
314,tom1,012,20211102,1.06
315,tom1,014,20211102,1.21
316,tom1,015,20211102,1.28
317,tom1,016,20211102,1.32
318,tom1,017,20211102,
319,tom1,018,20211102,1.18
320,tom1,018,20211108,1.44
321,tom1,018,20211108,1.49
322,tom1,019,20211102,1.1
323,tom1,019,20211108,1.72
324,tom1,019,20211108,1.91
325,tom1,019,20211108,1.92
326,tom1,020,20211102,1.4
327,tom1,020,20211108,1.35
328,tom1,022,20211102,1.52
329,tom1,023,20211102,1.41
330,tom1,025,20211102,1.43
331,tom1,027,20211102,
332,tom1,028,20211102,1.71
333,tom1,029,20211102,1.79
334,tom1,030,20211102,1.84
335,tom1,031,20211104,0.98
336,tom1,031,20211104,1.44
337,tom1,031,20211104,1.12
338,tom1,032,20211104,1.35
339,tom1,033,20211104,1.51
340,tom1,033,20211104,1.31
341,tom1,034,20211104,1.3
342,tom1,034,20211104,1.3
343,tom1,035,20211104,1.26
344,tom1,035,20211104,1.17
345,tom1,035,20211104,1.19
346,tom1,036,20211104,1.16
347,tom1,036,20211104,1.63
348,tom1,036,20211104,1.65
349,tom1,037,20211104,1.32
350,tom1,037,20211104,1.5
351,tom1,038,20211104,1.59
352,tom1,038,20211104,1.32
353,tom1,039,20211104,1.63
354,tom1,039,20211104,1.29
355,tom1,040,20211104,1.09
356,tom1,041,20211105,1.19
357,tom1,041,20211105,1.38
358,tom1,041,20211105,1.25
359,tom1,042,20211105,1.03
360,tom1,043,20211105,1.24
361,tom1,043,20211105,1.95
362,tom1,044,20211105,1.27
363,tom1,044,20211105,1.36
364,tom1,044,20211105,1.39
365,tom1,045,20211105,1.15
366,tom1,045,20211105,1.67
367,tom1,045,20211105,1.56
368,tom1,046,20211105,1.25
369,tom1,046,20211105,1.96
370,tom1,046,20211105,1.27
371,tom1,047,20211105,1.81
372,tom1,048,20211105,1.78
373,tom1,048,20211105,1.47
374,tom1,048,20211105,1.37
375,tom1,049,20211105,1.38
376,tom1,050,20211105,1.49
377,tom1,050,20211105,1.31
378,tom1,050,20211105,1.25
379,tom1,051,20211106,1.24
380,tom1,051,20211106,1.03
381,tom1,051,20211106,1.19
382,tom1,052,20211106,1.17
383,tom1,052,20211106,1.39
384,tom1,053,20211106,1.51
385,tom1,054,20211106,1.38
386,tom1,054,20211106,1.42
387,tom1,055,20211106,1.72
388,tom1,055,20211106,1.1
389,tom1,055,20211106,1.32
390,tom1,056,20211106,1.13
391,tom1,056,20211106,1.02
392,tom1,057,20211106,1.54
393,tom1,058,20211106,1.24
394,tom1,058,20211106,1.49
395,tom1,058,20211106,1.18
396,tom1,059,20211106,1.31
397,tom1,059,20211106,1.89
398,tom1,062,20211106,0.73
399,tom1,062,20211106,1.03
400,tom1,063,20211106,0.71
401,tom1,063,20211106,0.73
402,tom1,064,20211106,0.96
403,tom1,064,20211106,0.96
404,tom1,065,20211106,0.99
405,tom1,065,20211106,0.82
406,tom1,066,20211106,0.71
407,tom1,066,20211106,0.92
408,tom1,070,20211106,1.28
409,tom1,071,20211107,1.06
410,tom1,071,20211107,1.12
411,tom1,072,20211107,0.96
412,tom1,074,20211107,1.2
413,tom1,074,20211107,1.38
414,tom1,076,20211107,1.32
415,tom1,076,20211107,1.39
416,tom1,078,20211107,1.72
417,tom1,078,20211107,1.81
418,tom1,083,20211107,1.03
419,tom1,084,20211107,0.67
420,tom1,089,20211107,1.21
421,tom1,093,20211107,0.72
422,tom1,095,20211107,1.42
423,tom1,095,20211107,1.34
424,tom1,095,20211107,1.43
425,tom1,096,20211107,0.74
426,tom1,097,20211107,1.3
427,tom1,097,20211107,1.84
428,tom1,099,20211107,2.2
429,tom1,001,20211108,1.06
430,tom1,001,20211108,1.84
431,tom1,002,20211108,1.35
432,tom1,003,20211108,2.08
433,tom1,003,20211108,1.77
434,tom1,003,20211108,1.54
435,tom1,004,20211108,1.22
436,tom1,004,20211108,0.99
437,tom1,004,20211108,0.94
438,tom1,005,20211108,1.17
439,tom1,005,20211108,1.71
440,tom1,006,20211108,1.46
441,tom1,006,20211108,1.62
442,tom1,006,20211108,1.95
443,tom1,007,20211108,1.52
444,tom1,008,20211108,1.77
445,tom1,008,20211108,1.38
446,tom1,008,20211108,1.2
447,tom1,009,20211108,1.24
448,tom1,009,20211108,1.13
449,tom1,010,20211108,1.56
450,tom1,010,20211108,1.66
451,tom1,010,20211108,1.41
452,tom1,011,20211108,1.92
453,tom1,011,20211108,1.28
454,tom1,012,20211108,1.31
455,tom1,013,20211108,1.81
456,tom1,013,20211108,1.59
457,tom1,013,20211108,1.53
458,tom1,014,20211108,1.42
459,tom1,014,20211108,1.35
460,tom1,015,20211108,1.72
461,tom1,015,20211108,1.33
462,tom1,015,20211108,1.72
463,tom1,016,20211108,1.17
464,tom1,016,20211108,1.45
465,tom1,016,20211108,1.39
466,tom1,017,20211108,1.56
467,tom1,017,20211108,1.31
468,tom1,021,20211109,1.46
469,tom1,021,20211109,1.51
470,tom1,021,20211109,1.28
471,tom1,022,20211109,1.9
472,tom1,022,20211109,1.42
473,tom1,023,20211109,1.49
474,tom1,024,20211109,1.28
475,tom1,025,20211109,1.81
476,tom1,026,20211109,1.24
477,tom1,026,20211109,1.0
478,tom1,026,20211109,1.52
479,tom1,027,20211109,1.48
480,tom1,027,20211109,1.31
481,tom1,028,20211109,1.24
482,tom1,028,20211109,1.42
483,tom1,028,20211109,1.24
484,tom1,029,20211109,1.35
485,tom1,029,20211109,1.81
486,tom1,030,20211109,1.31
487,tom1,030,20211109,2.05
488,tom1,031,20211112,1.63
489,tom1,032,20211112,1.22
490,tom1,032,20211112,1.63
491,tom1,032,20211112,1.74
492,tom1,033,20211112,1.49
493,tom1,033,20211112,1.63
494,tom1,034,20211112,1.29
495,tom1,034,20211112,1.24
496,tom1,035,20211112,1.47
497,tom1,035,20211112,1.35
498,tom1,036,20211112,1.98
499,tom1,036,20211112,1.5
500,tom1,036,20211112,1.7
501,tom1,037,20211112,1.49
502,tom1,037,20211112,1.35
503,tom1,038,20211112,1.89
504,tom1,038,20211112,1.46
505,tom1,038,20211112,1.66
506,tom1,039,20211112,1.59
507,tom1,039,20211112,1.53
508,tom1,040,20211112,1.83
509,tom1,040,20211112,1.95
510,tom1,040,20211112,1.74
511,tom1,041,20211112,1.27
512,tom1,042,20211112,1.16
513,tom1,042,20211112,1.24
514,tom1,043,20211112,1.28
515,tom1,044,20211112,1.52
516,tom1,044,20211112,1.37
517,tom1,045,20211112,1.66
518,tom1,045,20211112,1.42
519,tom1,045,20211112,2.13
520,tom1,046,20211112,1.91
521,tom1,047,20211112,0.88
522,tom1,047,20211112,1.27
523,tom1,047,20211112,1.23
524,tom1,048,20211112,1.13
525,tom1,048,20211112,1.27
526,tom1,049,20211112,1.25
527,tom1,049,20211112,1.4
528,tom1,049,20211112,1.9
529,tom1,050,20211112,0.76
530,tom1,050,20211112,1.32
531,tom1,051,20211113,1.52
532,tom1,052,20211113,1.26
533,tom1,052,20211113,1.45
534,tom1,052,20211113,1.81
535,tom1,053,20211113,1.1
536,tom1,054,20211113,1.13
537,tom1,054,20211113,1.25
538,tom1,054,20211113,1.18
539,tom1,055,20211113,0.86
540,tom1,055,20211113,1.27
541,tom1,055,20211113,1.27
542,tom1,057,20211113,0.58
543,tom1,059,20211113,0.83
544,tom1,062,20211113,0.84
545,tom1,065,20211113,1.35
546,tom1,066,20211113,0.92
547,tom1,066,20211113,0.67
548,tom1,066,20211113,0.99
549,tom1,067,20211113,0.81
550,tom1,067,20211113,0.92
551,tom1,069,20211113,1.79
552,tom1,070,20211113,1.3
553,tom1,071,20211113,1.69
554,tom1,071,20211113,1.35
555,tom1,074,20211113,1.24
556,tom1,076,20211113,1.45
557,tom1,076,20211113,0.85
558,tom1,077,20211113,1.59
559,tom1,077,20211113,1.43
560,tom1,077,20211113,1.35
561,tom1,078,20211113,1.45
562,tom1,078,20211113,1.66
563,tom1,078,20211113,1.36
564,tom1,079,20211113,1.4
565,tom1,080,20211113,0.96
566,tom1,080,20211113,1.2
567,tom1,080,20211113,0.85
568,tom1,081,20211113,1.1
569,tom1,081,20211113,1.42
570,tom1,082,20211113,1.03
571,tom1,082,20211113,1.57
572,tom1,083,20211113,1.03
573,tom1,083,20211113,1.31
574,tom1,083,20211113,0.75
575,tom1,084,20211113,1.1
576,tom1,085,20211113,1.02
577,tom1,085,20211113,1.45
578,tom1,085,20211113,0.78
579,tom1,086,20211113,1.38
580,tom1,086,20211113,1.03
581,tom1,087,20211113,1.06
582,tom1,088,20211113,1.6
583,tom1,088,20211113,1.01
584,tom1,088,20211113,1.99
585,tom1,089,20211113,0.69
586,tom1,089,20211113,0.81
587,tom1,090,20211113,1.07
588,tom1,002,20211115,0.99
589,tom1,002,20211115,0.86
590,tom1,004,20211115,0.48
591,tom1,005,20211115,1.42
592,tom1,009,20211115,1.37
593,tom1,009,20211115,1.1
594,tom1,010,20211115,0.58
595,tom1,010,20211115,0.67
596,tom1,011,20211115,1.27
597,tom1,012,20211115,0.93
598,tom1,012,20211115,1.17
599,tom1,013,20211115,1.39
600,tom1,013,20211115,1.35
601,tom1,015,20211115,1.81
602,tom1,015,20211115,1.47
603,tom1,015,20211115,1.42
604,tom1,017,20211115,1.67
605,tom1,017,20211115,1.38
606,tom1,019,20211115,1.88
607,tom1,020,20211115,1.48
608,tom1,021,20211116,1.6
609,tom1,021,20211116,1.65
610,tom1,023,20211116,1.66
611,tom1,024,20211116,1.06
612,tom1,025,20211116,0.81
613,tom1,026,20211116,1.56
614,tom1,028,20211116,1.35
615,tom1,028,20211116,1.49
616,tom1,030,20211116,1.67
617,tom1,031,20211118,0.88
618,tom1,031,20211118,0.92
619,tom1,032,20211118,1.17
620,tom1,032,20211118,0.85
621,tom1,033,20211118,0.92
622,tom1,034,20211118,0.96
623,tom1,034,20211118,0.99
624,tom1,035,20211118,0.57
625,tom1,036,20211118,0.78
626,tom1,036,20211118,1.06
627,tom1,036,20211118,0.78
628,tom1,037,20211118,1.17
629,tom1,038,20211118,1.66
630,tom1,038,20211118,1.38
631,tom1,038,20211118,2.44
632,tom1,039,20211118,1.0
633,tom1,039,20211118,1.31
634,tom1,040,20211118,0.85
635,tom1,040,20211118,1.52
636,tom1,041,20211118,1.59
637,tom1,042,20211118,1.49
638,tom1,043,20211118,1.27
639,tom1,047,20211118,0.71
640,tom1,048,20211118,1.35
641,tom1,050,20211118,0.9
642,tom1,056,20211118,1.64
643,tom1,056,20211118,1.35
644,tom1,056,20211118,1.27
645,tom1,057,20211118,1.13
646,tom1,060,20211118,0.92
647,tom1,060,20211118,1.7
648,tom1,060,20211118,1.2
649,tom1,061,20211119,0.71
650,tom1,061,20211119,0.71
651,tom1,062,20211119,1.13
652,tom1,062,20211119,0.92
653,tom1,062,20211119,0.74
654,tom1,063,20211119,0.74
655,tom1,064,20211119,0.92
656,tom1,065,20211119,0.99
657,tom1,065,20211119,1.24
658,tom1,066,20211119,0.93
659,tom1,066,20211119,0.67
660,tom1,067,20211119,1.46
661,tom1,068,20211119,1.84
662,tom1,068,20211119,1.49
663,tom1,070,20211119,1.16
664,tom1,071,20211119,1.03
665,tom1,074,20211119,0.96
666,tom1,076,20211119,1.35
667,tom1,083,20211121,1.28
668,tom1,083,20211121,1.56
669,tom1,085,20211121,0.85
670,tom1,085,20211121,1.27
671,tom1,086,20211121,1.72
672,tom1,087,20211121,1.38
673,tom1,089,20211121,1.31
674,tom1,092,20211121,1.06
675,tom1,094,20211121,1.66
676,tom1,096,20211121,0.81
677,tom1,098,20211121,0.5
678,tom1,098,20211121,0.67
679,tom1,001,20211123,1.32
680,tom1,001,20211123,1.22
681,tom1,001,20211123,1.45
682,tom1,002,20211123,0.67
683,tom1,002,20211123,0.83
684,tom1,003,20211123,1.04
685,tom1,003,20211123,1.21
686,tom1,004,20211123,1.03
687,tom1,004,20211123,0.92
688,tom1,004,20211123,0.97
689,tom1,005,20211123,1.01
690,tom1,006,20211123,1.25
691,tom1,006,20211123,0.82
692,tom1,007,20211123,1.98
693,tom1,008,20211123,1.24
694,tom1,010,20211123,1.32
695,tom1,010,20211123,1.28
696,tom1,011,20211123,1.38
697,tom1,011,20211123,1.81
698,tom1,012,20211123,1.17
699,tom1,012,20211123,1.07
700,tom1,013,20211123,1.13
701,tom1,014,20211123,0.96
702,tom1,016,20211123,1.17
703,tom1,017,20211123,0.93
704,tom1,017,20211123,1.28
705,tom1,018,20211123,0.74
706,tom1,018,20211123,0.88
707,tom1,019,20211123,1.03
708,tom1,019,20211123,1.02
709,tom1,019,20211123,1.09
710,tom1,020,20211123,1.2
711,tom1,021,20211123,0.99
712,tom1,021,20211123,0.97
713,tom1,021,20211123,1.15
714,tom1,022,20211123,1.13
715,tom1,022,20211123,0.92
716,tom1,023,20211123,1.61
717,tom1,024,20211123,1.16
718,tom1,025,20211123,1.52
719,tom1,025,20211123,1.45
720,tom1,025,20211123,1.31
721,tom1,026,20211123,0.66
722,tom1,026,20211123,0.73
723,tom1,028,20211123,1.42
724,tom1,028,20211123,1.25
725,tom1,030,20211123,1.84
726,tom1,030,20211123,1.84
727,tom1,030,20211123,1.59
728,tom1,031,20211124,2.24
729,tom1,033,20211124,1.09
730,tom1,033,20211124,0.91
731,tom1,033,20211124,0.88
732,tom1,034,20211124,
733,tom1,034,20211124,1.1
734,tom1,035,20211124,1.5
735,tom1,036,20211124,1.2
736,tom1,036,20211124,1.42
737,tom1,036,20211124,2.37
738,tom1,037,20211124,1.66
739,tom1,037,20211124,1.49
740,tom1,037,20211124,1.1
741,tom1,038,20211124,1.46
742,tom1,039,20211124,1.27
743,tom1,040,20211124,2.2
744,tom1,040,20211124,1.42
745,tom1,041,20211124,1.31
746,tom1,042,20211124,1.62
747,tom1,042,20211124,1.35
748,tom1,042,20211124,1.57
749,tom1,043,20211124,2.04
750,tom1,045,20211124,2.27
751,tom1,047,20211124,1.46
752,tom1,047,20211124,1.39
753,tom1,048,20211124,0.93
754,tom1,049,20211124,1.06
755,tom1,049,20211124,0.81
756,tom1,050,20211124,0.55
757,tom1,050,20211124,0.54
758,tom1,050,20211124,0.78
759,tom1,051,20211125,1.63
760,tom1,052,20211125,1.11
761,tom1,052,20211125,2.45
762,tom1,052,20211125,1.06
763,tom1,053,20211125,1.2
764,tom1,054,20211125,0.97
765,tom1,057,20211125,1.26
766,tom1,057,20211125,1.03
767,tom1,059,20211125,0.86
768,tom1,063,20211125,1.53
769,tom1,064,20211125,1.12
770,tom1,065,20211125,1.7
771,tom1,065,20211125,1.95
772,tom1,066,20211125,0.92
773,tom1,066,20211125,0.97
774,tom1,066,20211125,1.08
775,tom1,067,20211125,1.77
776,tom1,067,20211125,1.33
777,tom1,068,20211125,1.38
778,tom1,068,20211125,1.18
779,tom1,069,20211125,1.11
780,tom1,069,20211125,1.03
781,tom1,069,20211125,1.43
782,tom1,070,20211125,1.46
783,tom1,070,20211125,1.99
784,tom1,071,20211126,1.11
785,tom1,072,20211126,0.98
786,tom1,072,20211126,0.98
787,tom1,073,20211126,0.79
788,tom1,073,20211126,0.96
789,tom1,074,20211126,1.03
790,tom1,074,20211126,1.24
791,tom1,075,20211126,1.18
792,tom1,076,20211126,0.89
793,tom1,076,20211126,1.03
794,tom1,076,20211126,1.25
795,tom1,078,20211126,1.07
796,tom1,078,20211126,0.85
797,tom1,078,20211126,1.41
798,tom1,079,20211126,1.81
799,tom1,080,20211126,1.7
800,tom1,080,20211126,1.54
801,tom1,080,20211126,1.49
802,tom1,011,20211130,1.12
803,tom1,011,20211130,1.03
804,tom1,012,20211130,1.46
805,tom1,013,20211130,
806,tom1,014,20211130,1.03
807,tom1,014,20211130,0.92
808,tom1,015,20211130,1.1
809,tom1,015,20211130,1.42
810,tom1,015,20211130,1.24
811,tom1,016,20211130,0.8
812,tom1,016,20211130,0.81
813,tom1,017,20211130,1.51
814,tom1,018,20211130,1.12
815,tom1,019,20211130,
816,tom1,020,20211202,0.92
817,tom1,021,20211202,0.95
818,tom1,021,20211202,1.08
819,tom1,021,20211202,1.2
820,tom1,022,20211202,1.2
821,tom1,022,20211202,1.8
822,tom1,023,20211202,1.27
823,tom1,023,20211202,1.63
824,tom1,024,20211202,1.37
825,tom1,024,20211202,1.77
826,tom1,025,20211202,1.94
827,tom1,026,20211202,1.2
828,tom1,026,20211202,1.24
829,tom1,027,20211202,0.85
830,tom1,027,20211202,0.86
831,tom1,028,20211202,1.35
832,tom1,028,20211202,1.81
833,tom1,028,20211202,1.66
834,tom1,029,20211202,2.06
835,tom1,029,20211202,1.74
836,tom1,030,20211202,1.19
837,tom1,030,20211202,1.35
838,tom1,030,20211202,1.26
839,tom1,031,20211202,
840,tom1,031,20211202,1.38
841,tom1,031,20211202,1.24
842,tom1,032,20211202,1.57
843,tom1,032,20211202,1.6
844,tom1,032,20211202,1.24
845,tom1,033,20211202,1.35
846,tom1,033,20211202,0.99
847,tom1,034,20211202,1.1
848,tom1,034,20211202,1.26
849,tom1,035,20211202,1.43
850,tom1,035,20211202,1.18
851,tom1,036,20211202,1.42
852,tom1,036,20211202,1.35
853,tom1,036,20211202,0.99
854,tom1,037,20211202,1.47
855,tom1,037,20211202,1.61
856,tom1,037,20211202,1.1
857,tom1,038,20211202,1.29
858,tom1,038,20211202,2.02
859,tom1,038,20211202,1.56
860,tom1,039,20211202,1.24
861,tom1,039,20211202,1.52
862,tom1,040,20211202,1.52
863,tom1,040,20211202,1.35
864,tom1,040,20211202,1.66
865,tom1,041,20211202,0.92
866,tom1,041,20211202,1.31
867,tom1,041,20211202,1.17
868,tom1,042,20211202,1.36
869,tom1,042,20211202,0.94
870,tom1,042,20211202,1.24
871,tom1,043,20211202,1.11
872,tom1,043,20211202,1.38
873,tom1,046,20211204,1.06
